update,points,mean_tasks,total_tasks,total_orgs,task_0,task_1,task_2,task_3,task_4,task_5,task_6,task_7,task_8,task_9
0,0,nan,0,7,0,0,0,0,0,0,0,0,0,0
1,4,0,0,7,2,0,0,0,0,0,0,0,0,0
2,6,0,0,7,2,0,0,0,0,0,0,0,0,0
3,52,3,9,8,2,0,0,0,0,0,0,0,0,1
4,38,0,0,9,4,0,0,0,0,0,0,0,0,0
5,24,0,0,9,6,0,0,0,0,0,0,0,0,0
6,74,1.28571,9,10,6,0,0,0,0,0,0,0,0,1
7,92,1.28571,9,10,6,0,0,0,0,0,0,0,0,1
8,60,0,0,12,8,0,0,0,0,0,0,0,0,0
9,88,0,0,13,9,0,0,0,0,0,0,0,0,0
10,74,0,0,13,9,0,0,0,0,0,0,0,0,0
11,60,0,0,14,11,0,0,0,0,0,0,0,0,0
12,64,0,0,14,11,0,0,0,0,0,0,0,0,0
13,72,0,0,14,12,0,0,0,0,0,0,0,0,0
14,78,0,0,14,12,0,0,0,0,0,0,0,0,0
15,84,0,0,14,12,0,0,0,0,0,0,0,0,0
16,92,0,0,14,12,0,0,0,0,0,0,0,0,0
17,144,0.75,9,15,11,0,0,0,0,0,0,0,0,1
18,128,0,0,16,12,0,0,0,0,0,0,0,0,0
19,116,0,0,16,11,0,0,0,0,0,0,0,0,0
20,174,0.642857,9,17,13,0,0,0,0,0,0,0,0,1
21,160,1.28571,18,17,12,0,0,0,0,0,0,0,0,2
22,110,1.38462,18,18,11,0,0,0,0,0,0,0,0,2
23,116,1.5,18,18,10,0,0,0,0,0,0,0,0,2
24,126,1.8,27,19,12,0,0,0,0,0,0,0,0,3
25,116,1.6875,27,19,13,0,0,0,0,0,0,0,0,3
26,176,2.57143,36,20,10,0,0,0,0,0,0,0,0,4
27,94,2.57143,36,20,10,0,0,0,0,0,0,0,0,4
28,128,0.692308,9,20,12,0,0,0,0,0,0,0,0,1
29,292,3.21429,45,23,9,0,0,0,0,0,0,0,0,5
30,186,2.5,45,27,13,0,0,0,0,0,0,0,0,5
31,130,2.11765,36,27,13,0,0,0,0,0,0,0,0,4
32,304,3,63,30,14,0,0,0,0,0,0,0,0,7
33,220,3.13043,72,32,15,0,0,0,0,0,0,0,0,8
34,182,2.86364,63,35,15,0,0,0,0,0,0,0,0,7
35,206,2.625,63,36,17,0,0,0,0,0,0,0,0,7
36,224,1.8,45,36,20,0,0,0,0,0,0,0,0,5
37,284,1.03846,27,37,23,0,0,0,0,0,0,0,0,3
38,456,2.07692,54,41,20,0,0,0,0,0,0,0,0,6
39,218,1.60714,45,42,23,0,0,0,0,0,0,0,0,5
40,186,1.55172,45,44,24,0,0,0,0,0,0,0,0,5
41,454,2.25,72,47,24,0,0,0,0,0,0,0,0,8
42,318,1.63636,54,48,27,0,0,0,0,0,0,0,0,6
43,284,1.85294,63,48,27,0,0,0,0,0,0,0,0,7
44,370,1.85294,63,50,27,0,0,0,0,0,0,0,0,7
45,246,1.25,45,52,31,0,0,0,0,0,0,0,0,5
46,358,1.42105,54,54,32,0,0,0,0,0,0,0,0,6
47,444,1.7027,63,56,30,0,0,0,0,0,0,0,0,7
48,394,1.89474,72,59,30,0,0,0,0,0,0,0,0,8
49,436,1.25,45,60,31,0,0,0,0,0,0,0,0,5
50,468,1.35,54,61,34,0,0,0,0,0,0,0,0,6
51,486,2.025,81,61,31,0,0,0,0,0,0,0,0,9
52,558,2.51163,108,63,31,0,0,0,0,0,0,0,0,12
53,526,2.85366,117,63,28,0,0,0,0,0,0,0,0,13
54,474,2.925,117,64,27,0,0,0,0,0,0,0,0,13
55,496,2.36842,90,64,28,0,0,0,0,0,0,0,0,10
56,624,2.475,99,64,29,0,0,0,0,0,0,0,0,11
57,432,2.76923,108,64,27,0,0,0,0,0,0,0,0,12
58,422,3.07895,117,65,25,0,0,0,0,0,0,0,0,13
59,524,2.925,117,66,27,0,0,0,0,0,0,0,0,13
60,608,3,126,66,28,0,0,0,0,0,0,0,0,14
61,608,3.42857,144,66,26,0,0,0,0,0,0,0,0,16
