update,points,mean_tasks,total_tasks,total_orgs,task_0,task_1,task_2,task_3,task_4,task_5,task_6,task_7,task_8
0,0,nan,0,9,0,0,0,0,0,0,0,0,0
1,64,6,24,9,0,0,0,0,0,0,4,0,0
2,80,6,30,9,0,0,0,0,0,0,5,0,0
3,64,6,30,13,0,0,0,0,0,0,5,0,0
4,112,6,54,13,0,0,0,0,0,0,9,0,0
5,108,6,54,14,0,0,0,0,0,0,9,0,0
6,84,6,54,17,0,0,0,0,0,0,9,0,0
7,140,6,72,18,0,0,0,0,0,0,12,0,0
8,184,6,90,19,0,0,0,0,0,0,15,0,0
9,140,6.16667,74,23,0,0,0,0,0,0,11,0,1
10,244,6.11111,110,23,0,0,0,0,0,0,17,0,1
11,208,6.125,98,24,0,0,0,0,0,0,15,0,1
12,232,6.11111,110,29,0,0,0,0,0,0,17,0,1
13,272,6.18182,136,32,0,0,0,0,0,0,20,0,2
14,324,6.08,152,32,0,0,0,0,0,0,24,0,1
15,344,6.08333,146,34,0,0,0,0,0,0,23,0,1
16,348,6.08,152,34,0,0,0,0,0,0,24,0,1
17,356,6.07143,170,38,0,0,0,0,0,0,27,0,1
18,328,6.07143,170,40,0,0,0,0,0,0,27,0,1
19,424,6.1875,198,43,0,0,0,0,0,0,29,0,3
20,456,6.17647,210,46,0,0,0,0,0,0,31,0,3
21,456,6.11429,214,49,0,0,0,0,0,0,33,0,2
22,464,6,222,55,0,0,0,0,0,0,37,0,0
23,536,6,240,59,0,0,0,0,0,0,40,0,0
24,560,6,258,63,0,0,0,0,0,0,43,0,0
25,512,6,246,64,0,0,0,0,0,0,41,0,0
26,556,6,264,68,0,0,0,0,0,0,44,0,0
27,600,6,288,75,0,0,0,0,0,0,48,0,0
28,660,6,288,82,0,0,0,0,0,0,48,0,0
29,652,6,306,88,0,0,0,0,0,0,51,0,0
30,724,6,354,90,0,0,0,0,0,0,59,0,0
31,728,6,330,92,0,0,0,0,0,0,55,0,0
32,808,6,348,95,0,0,0,0,0,0,58,0,0
33,832,6.0678,358,96,0,0,0,0,0,0,57,0,2
34,744,6.0339,356,97,0,0,0,0,0,0,58,0,1
35,840,6,378,99,0,0,0,0,0,0,63,0,0
36,964,6,414,99,0,0,0,0,0,0,69,0,0
37,756,6,372,100,0,0,0,0,0,0,62,0,0
38,796,6,384,100,0,0,0,0,0,0,64,0,0
39,864,6,384,100,0,0,0,0,0,0,64,0,0
40,920,6.05882,412,100,0,0,0,0,0,0,66,0,2
41,828,6.0339,356,100,0,0,0,0,0,0,58,0,1
42,884,6,372,100,0,0,0,0,0,0,62,0,0
43,868,6,372,100,0,0,0,0,0,0,62,0,0
44,980,6,384,100,0,0,0,0,0,0,64,0,0
45,972,6.06557,370,100,0,0,0,0,0,0,59,0,2
46,892,6.03125,386,100,0,0,0,0,0,0,63,0,1
47,888,6.03175,380,100,0,0,0,0,0,0,62,0,1
48,892,6,402,100,0,0,0,0,0,0,67,0,0
49,944,6.0625,388,100,0,0,0,0,0,0,62,0,2
50,1024,6.03077,392,100,0,0,0,0,0,0,64,0,1
51,932,6.03226,374,100,0,0,0,0,0,0,61,0,1
52,1080,6.03279,368,100,0,0,0,0,0,0,60,0,1
53,1052,6.06667,364,100,0,0,0,0,0,0,58,0,2
54,952,6,354,100,0,0,0,0,0,0,59,0,0
55,1060,6,354,100,0,0,0,0,0,0,59,0,0
56,1088,6.03226,374,100,0,0,0,0,0,0,61,0,1
57,888,6.03509,344,100,0,0,0,0,0,0,56,0,1
58,960,6,342,100,0,0,0,0,0,0,57,0,0
59,1116,6,366,100,0,0,0,0,0,0,61,0,0
60,952,6,360,100,0,0,0,0,0,0,60,0,0
61,968,6.03077,392,100,0,0,0,0,0,0,64,0,1
62,1016,6.0339,356,100,0,0,0,0,0,0,58,0,1
63,1036,6.03125,386,100,0,0,0,0,0,0,63,0,1
