update,points,mean_tasks,total_tasks,total_orgs,task_0,task_1,task_2,task_3,task_4,task_5,task_6,task_7,task_8
0,0,nan,0,10,0,0,0,0,0,0,0,0,0
1,0,nan,0,10,0,0,0,0,0,0,0,0,0
2,0,8,8,10,0,0,0,0,0,0,0,0,1
3,0,8,8,10,0,0,0,0,0,0,0,0,1
4,44,8,16,11,0,0,0,0,0,0,0,0,2
5,24,8,16,12,0,0,0,0,0,0,0,0,2
6,4,8,16,13,0,0,0,0,0,0,0,0,2
7,16,8,24,14,0,0,0,0,0,0,0,0,3
8,16,8,24,14,0,0,0,0,0,0,0,0,3
9,16,8,24,14,0,0,0,0,0,0,0,0,3
10,60,8,32,14,0,0,0,0,0,0,0,0,4
11,40,8,32,14,0,0,0,0,0,0,0,0,4
12,20,8,32,14,0,0,0,0,0,0,0,0,4
13,20,8,32,14,0,0,0,0,0,0,0,0,4
14,64,8,40,15,0,0,0,0,0,0,0,0,5
15,44,8,40,15,0,0,0,0,0,0,0,0,5
16,64,8,40,15,0,0,0,0,0,0,0,0,5
17,44,8,40,16,0,0,0,0,0,0,0,0,5
18,32,8,40,17,0,0,0,0,0,0,0,0,5
19,32,8,40,17,0,0,0,0,0,0,0,0,5
20,32,8,40,17,0,0,0,0,0,0,0,0,5
21,32,8,40,17,0,0,0,0,0,0,0,0,5
22,44,8,48,18,0,0,0,0,0,0,0,0,6
23,44,8,48,18,0,0,0,0,0,0,0,0,6
24,44,8,48,18,0,0,0,0,0,0,0,0,6
25,56,8,56,19,0,0,0,0,0,0,0,0,7
26,56,8,56,19,0,0,0,0,0,0,0,0,7
27,56,8,56,19,0,0,0,0,0,0,0,0,7
28,68,8,64,20,0,0,0,0,0,0,0,0,8
29,80,8,64,21,0,0,0,0,0,0,0,0,8
30,60,8,64,22,0,0,0,0,0,0,0,0,8
31,72,8,64,22,0,0,0,0,0,0,0,0,8
32,52,8,64,22,0,0,0,0,0,0,0,0,8
33,92,8,72,22,0,0,0,0,0,0,0,0,9
34,60,8,64,22,0,0,0,0,0,0,0,0,8
35,52,8,72,23,0,0,0,0,0,0,0,0,9
36,52,8,72,23,0,0,0,0,0,0,0,0,9
37,52,8,72,23,0,0,0,0,0,0,0,0,9
38,76,8,80,23,0,0,0,0,0,0,0,0,10
39,68,8,72,24,0,0,0,0,0,0,0,0,9
40,80,8,72,24,0,0,0,0,0,0,0,0,9
41,68,8,72,24,0,0,0,0,0,0,0,0,9
42,80,8,80,25,0,0,0,0,0,0,0,0,10
43,104,8,88,26,0,0,0,0,0,0,0,0,11
44,84,8,88,28,0,0,0,0,0,0,0,0,11
45,120,8,88,30,0,0,0,0,0,0,0,0,11
46,100,8,88,31,0,0,0,0,0,0,0,0,11
47,100,8,88,31,0,0,0,0,0,0,0,0,11
48,76,8,80,31,0,0,0,0,0,0,0,0,10
49,100,8,104,33,0,0,0,0,0,0,0,0,13
50,160,8,128,37,0,0,0,0,0,0,0,0,16
51,160,8,112,38,0,0,0,0,0,0,0,0,14
52,160,8,104,39,0,0,0,0,0,0,0,0,13
53,164,8,128,41,0,0,0,0,0,0,0,0,16
54,176,8,120,42,0,0,0,0,0,0,0,0,15
55,160,8,120,43,0,0,0,0,0,0,0,0,15
56,140,8,136,44,0,0,0,0,0,0,0,0,17
57,200,8,128,44,0,0,0,0,0,0,0,0,16
58,172,8,144,45,0,0,0,0,0,0,0,0,18
59,204,8,144,45,0,0,0,0,0,0,0,0,18
60,164,8,152,46,0,0,0,0,0,0,0,0,19
61,232,8,176,49,0,0,0,0,0,0,0,0,22
62,228,8,168,52,0,0,0,0,0,0,0,0,21
63,212,8,176,54,0,0,0,0,0,0,0,0,22
64,248,8,176,56,0,0,0,0,0,0,0,0,22
65,244,8,200,58,0,0,0,0,0,0,0,0,25
66,244,8,200,59,0,0,0,0,0,0,0,0,25
67,224,8,200,61,0,0,0,0,0,0,0,0,25
68,236,8,232,62,0,0,0,0,0,0,0,0,29
69,308,8,256,65,0,0,0,0,0,0,0,0,32
70,344,8,272,69,0,0,0,0,0,0,0,0,34
71,328,8,248,72,0,0,0,0,0,0,0,0,31
72,320,8,264,74,0,0,0,0,0,0,0,0,33
73,368,8,280,77,0,0,0,0,0,0,0,0,35
74,416,8,312,80,0,0,0,0,0,0,0,0,39
75,376,8,312,82,0,0,0,0,0,0,0,0,39
76,404,8,344,84,0,0,0,0,0,0,0,0,43
77,352,8,336,87,0,0,0,0,0,0,0,0,42
78,472,8,376,88,0,0,0,0,0,0,0,0,47
79,544,8,400,91,0,0,0,0,0,0,0,0,50
80,512,8,368,92,0,0,0,0,0,0,0,0,46
81,376,8,368,94,0,0,0,0,0,0,0,0,46
82,544,8,408,96,0,0,0,0,0,0,0,0,51
83,616,8,440,97,0,0,0,0,0,0,0,0,55
84,608,8,424,98,0,0,0,0,0,0,0,0,53
85,564,8,432,98,0,0,0,0,0,0,0,0,54
86,600,8,424,98,0,0,0,0,0,0,0,0,53
87,552,8,440,99,0,0,0,0,0,0,0,0,55
88,632,8,432,99,0,0,0,0,0,0,0,0,54
89,532,8,392,99,0,0,0,0,0,0,0,0,49
90,548,8,416,100,0,0,0,0,0,0,0,0,52
91,644,8,416,100,0,0,0,0,0,0,0,0,52
92,644,8,392,100,0,0,0,0,0,0,0,0,49
93,572,8,376,100,0,0,0,0,0,0,0,0,47
94,564,8,408,100,0,0,0,0,0,0,0,0,51
95,584,8,384,100,0,0,0,0,0,0,0,0,48
96,580,8,440,100,0,0,0,0,0,0,0,0,55
97,716,8,448,100,0,0,0,0,0,0,0,0,56
98,688,8,448,100,0,0,0,0,0,0,0,0,56
99,648,8,448,100,0,0,0,0,0,0,0,0,56
100,548,8,400,100,0,0,0,0,0,0,0,0,50
101,600,8,400,100,0,0,0,0,0,0,0,0,50
102,624,8,392,100,0,0,0,0,0,0,0,0,49
103,508,8,384,100,0,0,0,0,0,0,0,0,48
104,616,8,424,100,0,0,0,0,0,0,0,0,53
105,684,8,392,100,0,0,0,0,0,0,0,0,49
106,664,8,416,100,0,0,0,0,0,0,0,0,52
107,688,8,400,100,0,0,0,0,0,0,0,0,50
108,564,8,384,100,0,0,0,0,0,0,0,0,48
109,644,8,368,100,0,0,0,0,0,0,0,0,46
110,592,8,336,100,0,0,0,0,0,0,0,0,42
111,720,8,352,100,0,0,0,0,0,0,0,0,44
112,688,8,392,100,0,0,0,0,0,0,0,0,49
113,604,8,336,100,0,0,0,0,0,0,0,0,42
