update,points,mean_tasks,total_tasks,total_orgs,task_0,task_1,task_2,task_3,task_4,task_5,task_6,task_7,task_8
0,0,nan,0,10,0,0,0,0,0,0,0,0,0
1,0,nan,0,10,0,0,0,0,0,0,0,0,0
2,0,nan,0,10,0,0,0,0,0,0,0,0,0
3,12,8,8,11,0,0,0,0,0,0,0,0,1
4,12,8,8,11,0,0,0,0,0,0,0,0,1
5,12,8,8,11,0,0,0,0,0,0,0,0,1
6,24,8,8,12,0,0,0,0,0,0,0,0,1
7,4,8,8,13,0,0,0,0,0,0,0,0,1
8,4,8,8,13,0,0,0,0,0,0,0,0,1
9,28,8,16,15,0,0,0,0,0,0,0,0,2
10,28,8,24,15,0,0,0,0,0,0,0,0,3
11,28,8,24,15,0,0,0,0,0,0,0,0,3
12,36,8,16,16,0,0,0,0,0,0,0,0,2
13,16,8,16,16,0,0,0,0,0,0,0,0,2
14,16,8,16,16,0,0,0,0,0,0,0,0,2
15,40,8,24,17,0,0,0,0,0,0,0,0,3
16,52,8,32,17,0,0,0,0,0,0,0,0,4
17,52,8,32,17,0,0,0,0,0,0,0,0,4
18,64,8,32,18,0,0,0,0,0,0,0,0,4
19,80,8,40,21,0,0,0,0,0,0,0,0,5
20,36,8,32,21,0,0,0,0,0,0,0,0,4
21,36,8,32,21,0,0,0,0,0,0,0,0,4
22,80,8,48,22,0,0,0,0,0,0,0,0,6
23,84,8,56,24,0,0,0,0,0,0,0,0,7
24,72,8,56,24,0,0,0,0,0,0,0,0,7
25,120,8,64,25,0,0,0,0,0,0,0,0,8
26,88,8,72,27,0,0,0,0,0,0,0,0,9
27,112,8,72,28,0,0,0,0,0,0,0,0,9
28,108,8,72,30,0,0,0,0,0,0,0,0,9
29,120,8,64,30,0,0,0,0,0,0,0,0,8
30,80,8,64,30,0,0,0,0,0,0,0,0,8
31,104,8,72,31,0,0,0,0,0,0,0,0,9
32,108,8,80,31,0,0,0,0,0,0,0,0,10
33,156,8,96,32,0,0,0,0,0,0,0,0,12
34,156,8,88,33,0,0,0,0,0,0,0,0,11
35,128,8,96,34,0,0,0,0,0,0,0,0,12
36,120,8,96,34,0,0,0,0,0,0,0,0,12
37,120,8,104,35,0,0,0,0,0,0,0,0,13
38,156,8,104,37,0,0,0,0,0,0,0,0,13
39,124,8,88,38,0,0,0,0,0,0,0,0,11
40,124,8,88,38,0,0,0,0,0,0,0,0,11
41,144,8,96,38,0,0,0,0,0,0,0,0,12
42,180,8,112,39,0,0,0,0,0,0,0,0,14
43,136,8,112,39,0,0,0,0,0,0,0,0,14
44,152,8,128,41,0,0,0,0,0,0,0,0,16
45,164,8,144,43,0,0,0,0,0,0,0,0,18
46,192,8,152,46,0,0,0,0,0,0,0,0,19
47,204,8,152,47,0,0,0,0,0,0,0,0,19
48,276,8,176,49,0,0,0,0,0,0,0,0,22
49,268,8,208,51,0,0,0,0,0,0,0,0,26
50,260,8,200,51,0,0,0,0,0,0,0,0,25
51,316,8,232,54,0,0,0,0,0,0,0,0,29
52,264,8,208,54,0,0,0,0,0,0,0,0,26
53,252,8,224,54,0,0,0,0,0,0,0,0,28
54,316,8,248,57,0,0,0,0,0,0,0,0,31
55,296,8,216,60,0,0,0,0,0,0,0,0,27
56,296,8,216,62,0,0,0,0,0,0,0,0,27
57,324,8,248,63,0,0,0,0,0,0,0,0,31
58,376,8,288,64,0,0,0,0,0,0,0,0,36
59,368,8,288,70,0,0,0,0,0,0,0,0,36
60,404,8,320,74,0,0,0,0,0,0,0,0,40
61,432,8,312,75,0,0,0,0,0,0,0,0,39
62,408,8,328,81,0,0,0,0,0,0,0,0,41
63,412,8,320,83,0,0,0,0,0,0,0,0,40
64,388,8,344,85,0,0,0,0,0,0,0,0,43
65,460,8,328,87,0,0,0,0,0,0,0,0,41
66,432,8,368,91,0,0,0,0,0,0,0,0,46
67,440,8,384,92,0,0,0,0,0,0,0,0,48
68,464,8,400,93,0,0,0,0,0,0,0,0,50
69,448,8,416,93,0,0,0,0,0,0,0,0,52
70,432,8,392,93,0,0,0,0,0,0,0,0,49
71,528,8,432,94,0,0,0,0,0,0,0,0,54
72,532,8,416,96,0,0,0,0,0,0,0,0,52
73,480,8,400,97,0,0,0,0,0,0,0,0,50
74,524,8,424,99,0,0,0,0,0,0,0,0,53
75,504,8,416,99,0,0,0,0,0,0,0,0,52
76,620,8,416,99,0,0,0,0,0,0,0,0,52
77,680,8,448,99,0,0,0,0,0,0,0,0,56
78,516,8,400,99,0,0,0,0,0,0,0,0,50
79,520,8,400,99,0,0,0,0,0,0,0,0,50
80,524,8,392,99,0,0,0,0,0,0,0,0,49
81,520,8,408,99,0,0,0,0,0,0,0,0,51
82,592,8,432,99,0,0,0,0,0,0,0,0,54
83,580,8,416,99,0,0,0,0,0,0,0,0,52
84,580,8,424,99,0,0,0,0,0,0,0,0,53
85,668,8,448,100,0,0,0,0,0,0,0,0,56
86,676,8,440,100,0,0,0,0,0,0,0,0,55
87,712,8,480,100,0,0,0,0,0,0,0,0,60
88,668,8,448,100,0,0,0,0,0,0,0,0,56
89,648,8,472,100,0,0,0,0,0,0,0,0,59
90,672,8,456,100,0,0,0,0,0,0,0,0,57
91,644,8,464,100,0,0,0,0,0,0,0,0,58
92,688,8,480,100,0,0,0,0,0,0,0,0,60
93,648,8,448,100,0,0,0,0,0,0,0,0,56
94,648,8,448,100,0,0,0,0,0,0,0,0,56
95,648,8,448,100,0,0,0,0,0,0,0,0,56
96,624,8,424,100,0,0,0,0,0,0,0,0,53
97,628,8,440,100,0,0,0,0,0,0,0,0,55
98,672,8,440,100,0,0,0,0,0,0,0,0,55
99,572,8,424,100,0,0,0,0,0,0,0,0,53
100,648,8,440,100,0,0,0,0,0,0,0,0,55
101,720,8,480,100,0,0,0,0,0,0,0,0,60
102,728,8,488,100,0,0,0,0,0,0,0,0,61
103,700,8,480,100,0,0,0,0,0,0,0,0,60
104,604,8,464,100,0,0,0,0,0,0,0,0,58
105,636,8,496,100,0,0,0,0,0,0,0,0,62
106,612,8,480,100,0,0,0,0,0,0,0,0,60
107,636,8,464,100,0,0,0,0,0,0,0,0,58
108,660,8,464,100,0,0,0,0,0,0,0,0,58
109,696,8,496,100,0,0,0,0,0,0,0,0,62
110,696,8,488,100,0,0,0,0,0,0,0,0,61
111,704,8,536,100,0,0,0,0,0,0,0,0,67
112,828,8,560,100,0,0,0,0,0,0,0,0,70
113,752,8,528,100,0,0,0,0,0,0,0,0,66
