update,points,mean_tasks,total_tasks,total_orgs,task_0,task_1,task_2,task_3,task_4,task_5,task_6,task_7,task_8
0,0,nan,0,10,0,0,0,0,0,0,0,0,0
1,0,nan,0,10,0,0,0,0,0,0,0,0,0
2,0,nan,0,10,0,0,0,0,0,0,0,0,0
3,12,8,8,11,0,0,0,0,0,0,0,0,1
4,12,8,8,11,0,0,0,0,0,0,0,0,1
5,12,8,8,11,0,0,0,0,0,0,0,0,1
6,12,8,8,11,0,0,0,0,0,0,0,0,1
7,12,8,8,11,0,0,0,0,0,0,0,0,1
8,12,8,8,11,0,0,0,0,0,0,0,0,1
9,12,8,8,11,0,0,0,0,0,0,0,0,1
10,12,8,8,11,0,0,0,0,0,0,0,0,1
11,12,8,8,11,0,0,0,0,0,0,0,0,1
12,12,8,8,11,0,0,0,0,0,0,0,0,1
13,24,8,8,12,0,0,0,0,0,0,0,0,1
14,16,8,16,14,0,0,0,0,0,0,0,0,2
15,16,8,16,14,0,0,0,0,0,0,0,0,2
16,28,8,24,15,0,0,0,0,0,0,0,0,3
17,40,8,32,16,0,0,0,0,0,0,0,0,4
18,40,8,32,16,0,0,0,0,0,0,0,0,4
19,52,8,40,17,0,0,0,0,0,0,0,0,5
20,64,8,48,18,0,0,0,0,0,0,0,0,6
21,64,8,48,18,0,0,0,0,0,0,0,0,6
22,64,8,48,18,0,0,0,0,0,0,0,0,6
23,76,8,56,19,0,0,0,0,0,0,0,0,7
24,76,8,56,19,0,0,0,0,0,0,0,0,7
25,76,8,56,19,0,0,0,0,0,0,0,0,7
26,88,8,64,20,0,0,0,0,0,0,0,0,8
27,88,8,64,20,0,0,0,0,0,0,0,0,8
28,88,8,64,20,0,0,0,0,0,0,0,0,8
29,88,8,64,20,0,0,0,0,0,0,0,0,8
30,88,8,64,20,0,0,0,0,0,0,0,0,8
31,88,8,64,20,0,0,0,0,0,0,0,0,8
32,88,8,64,20,0,0,0,0,0,0,0,0,8
33,88,8,64,20,0,0,0,0,0,0,0,0,8
34,88,8,64,20,0,0,0,0,0,0,0,0,8
35,88,8,64,20,0,0,0,0,0,0,0,0,8
36,88,8,64,20,0,0,0,0,0,0,0,0,8
37,88,8,64,20,0,0,0,0,0,0,0,0,8
38,112,8,72,21,0,0,0,0,0,0,0,0,9
39,92,8,72,22,0,0,0,0,0,0,0,0,9
40,92,8,72,22,0,0,0,0,0,0,0,0,9
41,92,8,72,22,0,0,0,0,0,0,0,0,9
42,92,8,72,22,0,0,0,0,0,0,0,0,9
43,92,8,72,22,0,0,0,0,0,0,0,0,9
44,92,8,72,22,0,0,0,0,0,0,0,0,9
45,92,8,72,22,0,0,0,0,0,0,0,0,9
46,92,8,72,22,0,0,0,0,0,0,0,0,9
47,92,8,72,22,0,0,0,0,0,0,0,0,9
48,92,8,72,22,0,0,0,0,0,0,0,0,9
49,104,8,80,23,0,0,0,0,0,0,0,0,10
50,104,8,80,23,0,0,0,0,0,0,0,0,10
51,104,8,80,23,0,0,0,0,0,0,0,0,10
52,128,8,80,23,0,0,0,0,0,0,0,0,10
53,108,8,80,23,0,0,0,0,0,0,0,0,10
54,108,8,80,23,0,0,0,0,0,0,0,0,10
55,120,8,80,24,0,0,0,0,0,0,0,0,10
56,120,8,80,24,0,0,0,0,0,0,0,0,10
57,120,8,80,24,0,0,0,0,0,0,0,0,10
58,132,8,80,24,0,0,0,0,0,0,0,0,10
59,112,8,80,25,0,0,0,0,0,0,0,0,10
60,112,8,80,25,0,0,0,0,0,0,0,0,10
61,124,8,80,25,0,0,0,0,0,0,0,0,10
62,124,8,80,25,0,0,0,0,0,0,0,0,10
63,124,8,80,25,0,0,0,0,0,0,0,0,10
64,136,8,80,25,0,0,0,0,0,0,0,0,10
65,128,8,88,26,0,0,0,0,0,0,0,0,11
66,128,8,80,26,0,0,0,0,0,0,0,0,10
67,120,8,80,28,0,0,0,0,0,0,0,0,10
68,100,8,80,29,0,0,0,0,0,0,0,0,10
69,100,8,80,29,0,0,0,0,0,0,0,0,10
70,112,8,80,30,0,0,0,0,0,0,0,0,10
71,124,8,88,30,0,0,0,0,0,0,0,0,11
72,124,8,88,30,0,0,0,0,0,0,0,0,11
73,136,8,88,30,0,0,0,0,0,0,0,0,11
74,108,8,88,30,0,0,0,0,0,0,0,0,11
75,120,8,88,30,0,0,0,0,0,0,0,0,11
76,132,8,88,31,0,0,0,0,0,0,0,0,11
77,124,8,96,32,0,0,0,0,0,0,0,0,12
78,124,8,88,32,0,0,0,0,0,0,0,0,11
79,104,8,88,32,0,0,0,0,0,0,0,0,11
80,104,8,88,32,0,0,0,0,0,0,0,0,11
81,140,8,88,32,0,0,0,0,0,0,0,0,11
82,140,8,88,32,0,0,0,0,0,0,0,0,11
83,140,8,88,32,0,0,0,0,0,0,0,0,11
84,164,8,96,33,0,0,0,0,0,0,0,0,12
85,144,8,96,33,0,0,0,0,0,0,0,0,12
86,144,8,96,33,0,0,0,0,0,0,0,0,12
87,160,8,96,34,0,0,0,0,0,0,0,0,12
88,140,8,96,34,0,0,0,0,0,0,0,0,12
89,140,8,96,34,0,0,0,0,0,0,0,0,12
90,152,8,96,34,0,0,0,0,0,0,0,0,12
91,144,8,104,35,0,0,0,0,0,0,0,0,13
92,156,8,104,35,0,0,0,0,0,0,0,0,13
93,168,8,104,35,0,0,0,0,0,0,0,0,13
94,160,8,112,35,0,0,0,0,0,0,0,0,14
95,160,8,112,35,0,0,0,0,0,0,0,0,14
96,172,8,112,35,0,0,0,0,0,0,0,0,14
97,208,8,120,36,0,0,0,0,0,0,0,0,15
98,164,8,120,36,0,0,0,0,0,0,0,0,15
99,176,8,120,36,0,0,0,0,0,0,0,0,15
100,172,8,128,37,0,0,0,0,0,0,0,0,16
101,172,8,128,37,0,0,0,0,0,0,0,0,16
102,196,8,136,38,0,0,0,0,0,0,0,0,17
103,208,8,136,38,0,0,0,0,0,0,0,0,17
104,212,8,136,40,0,0,0,0,0,0,0,0,17
105,156,8,120,40,0,0,0,0,0,0,0,0,15
106,156,8,120,40,0,0,0,0,0,0,0,0,15
107,180,8,128,41,0,0,0,0,0,0,0,0,16
108,192,8,128,41,0,0,0,0,0,0,0,0,16
109,192,8,128,41,0,0,0,0,0,0,0,0,16
110,216,8,136,41,0,0,0,0,0,0,0,0,17
111,196,8,136,41,0,0,0,0,0,0,0,0,17
112,196,8,136,41,0,0,0,0,0,0,0,0,17
113,220,8,144,42,0,0,0,0,0,0,0,0,18
