update,points,mean_tasks,total_tasks,total_orgs,task_0,task_1,task_2,task_3,task_4,task_5,task_6,task_7,task_8
0,0,nan,0,10,0,0,0,0,0,0,0,0,0
1,6,0,0,10,2,0,0,0,0,0,0,0,0
2,12,0,0,10,5,0,0,0,0,0,0,0,0
3,18,0,0,10,7,0,0,0,0,0,0,0,0
4,22,0,0,10,8,0,0,0,0,0,0,0,0
5,30,0,0,10,8,0,0,0,0,0,0,0,0
6,32,0,0,10,8,0,0,0,0,0,0,0,0
7,26,1,8,10,7,0,0,0,0,0,0,0,1
8,28,1,8,10,7,0,0,0,0,0,0,0,1
9,34,0.888889,8,10,8,0,0,0,0,0,0,0,1
10,34,0.888889,8,10,8,0,0,0,0,0,0,0,1
11,36,0.888889,8,10,8,0,0,0,0,0,0,0,1
12,36,0.888889,8,10,8,0,0,0,0,0,0,0,1
13,38,0.888889,8,10,8,0,0,0,0,0,0,0,1
14,34,1.77778,16,10,7,0,0,0,0,0,0,0,2
15,32,1.77778,16,10,7,0,0,0,0,0,0,0,2
16,32,1.77778,16,10,7,0,0,0,0,0,0,0,2
17,34,1.77778,16,10,7,0,0,0,0,0,0,0,2
18,34,1.77778,16,10,7,0,0,0,0,0,0,0,2
19,40,1.77778,16,10,7,0,0,0,0,0,0,0,2
20,42,1.77778,16,10,7,0,0,0,0,0,0,0,2
21,42,1.77778,16,10,7,0,0,0,0,0,0,0,2
22,42,1.77778,16,10,7,0,0,0,0,0,0,0,2
23,46,1.77778,16,10,7,0,0,0,0,0,0,0,2
24,44,2.66667,24,10,6,0,0,0,0,0,0,0,3
25,46,1.77778,16,10,7,0,0,0,0,0,0,0,2
26,48,1.77778,16,10,7,0,0,0,0,0,0,0,2
27,48,1.77778,16,10,7,0,0,0,0,0,0,0,2
28,48,1.77778,16,10,7,0,0,0,0,0,0,0,2
29,56,1.77778,16,10,7,0,0,0,0,0,0,0,2
30,56,1.77778,16,10,7,0,0,0,0,0,0,0,2
31,56,1.77778,16,10,7,0,0,0,0,0,0,0,2
32,38,1.77778,16,11,7,0,0,0,0,0,0,0,2
33,40,1.77778,16,11,7,0,0,0,0,0,0,0,2
34,40,2.4,24,11,7,0,0,0,0,0,0,0,3
35,44,1.6,16,11,8,0,0,0,0,0,0,0,2
36,44,1.6,16,11,8,0,0,0,0,0,0,0,2
37,44,1.6,16,11,8,0,0,0,0,0,0,0,2
38,46,1.6,16,11,8,0,0,0,0,0,0,0,2
39,52,1.6,16,11,8,0,0,0,0,0,0,0,2
40,52,1.6,16,11,8,0,0,0,0,0,0,0,2
41,54,1.6,16,11,8,0,0,0,0,0,0,0,2
42,54,1.6,16,11,8,0,0,0,0,0,0,0,2
43,56,1.6,16,11,8,0,0,0,0,0,0,0,2
44,58,2.4,24,11,7,0,0,0,0,0,0,0,3
45,60,1.6,16,11,8,0,0,0,0,0,0,0,2
46,60,1.6,16,11,8,0,0,0,0,0,0,0,2
47,62,1.6,16,11,8,0,0,0,0,0,0,0,2
48,62,1.6,16,11,8,0,0,0,0,0,0,0,2
49,48,1.6,16,12,8,0,0,0,0,0,0,0,2
50,50,1.6,16,12,8,0,0,0,0,0,0,0,2
51,50,1.6,16,12,8,0,0,0,0,0,0,0,2
52,54,1.45455,16,12,9,0,0,0,0,0,0,0,2
53,58,1.45455,16,12,9,0,0,0,0,0,0,0,2
54,56,2.18182,24,12,8,0,0,0,0,0,0,0,3
55,58,1.45455,16,12,9,0,0,0,0,0,0,0,2
56,60,1.45455,16,12,9,0,0,0,0,0,0,0,2
57,60,1.45455,16,12,9,0,0,0,0,0,0,0,2
58,62,1.45455,16,12,9,0,0,0,0,0,0,0,2
59,70,1.45455,16,12,9,0,0,0,0,0,0,0,2
60,72,1.45455,16,12,9,0,0,0,0,0,0,0,2
61,72,1.45455,16,12,9,0,0,0,0,0,0,0,2
62,56,1.45455,16,13,9,0,0,0,0,0,0,0,2
63,58,1.45455,16,13,9,0,0,0,0,0,0,0,2
64,58,2,24,13,9,0,0,0,0,0,0,0,3
65,62,1.33333,16,13,10,0,0,0,0,0,0,0,2
66,62,1.33333,16,13,10,0,0,0,0,0,0,0,2
67,64,1.33333,16,13,10,0,0,0,0,0,0,0,2
68,68,1.33333,16,13,10,0,0,0,0,0,0,0,2
69,74,1.33333,16,13,10,0,0,0,0,0,0,0,2
70,78,1.33333,16,13,10,0,0,0,0,0,0,0,2
71,80,1.33333,16,13,10,0,0,0,0,0,0,0,2
72,82,1.33333,16,13,10,0,0,0,0,0,0,0,2
73,86,1.33333,16,13,10,0,0,0,0,0,0,0,2
74,86,2,24,13,9,0,0,0,0,0,0,0,3
75,88,1.33333,16,13,10,0,0,0,0,0,0,0,2
76,90,1.33333,16,13,10,0,0,0,0,0,0,0,2
77,92,1.33333,16,13,10,0,0,0,0,0,0,0,2
78,94,1.33333,16,13,10,0,0,0,0,0,0,0,2
79,102,1.33333,16,13,10,0,0,0,0,0,0,0,2
80,104,1.33333,16,13,10,0,0,0,0,0,0,0,2
81,104,1.33333,16,13,10,0,0,0,0,0,0,0,2
82,108,1.33333,16,13,10,0,0,0,0,0,0,0,2
83,112,1.33333,16,13,10,0,0,0,0,0,0,0,2
84,110,2,24,13,9,0,0,0,0,0,0,0,3
85,114,1.33333,16,13,10,0,0,0,0,0,0,0,2
86,118,1.33333,16,13,10,0,0,0,0,0,0,0,2
87,118,1.33333,16,13,10,0,0,0,0,0,0,0,2
88,122,1.33333,16,13,10,0,0,0,0,0,0,0,2
89,110,1.33333,16,14,10,0,0,0,0,0,0,0,2
90,114,1.23077,16,14,11,0,0,0,0,0,0,0,2
91,116,1.23077,16,14,11,0,0,0,0,0,0,0,2
92,100,1.23077,16,15,11,0,0,0,0,0,0,0,2
93,102,1.23077,16,15,11,0,0,0,0,0,0,0,2
94,80,2,24,15,9,0,0,0,0,0,0,0,3
95,86,1.23077,16,15,11,0,0,0,0,0,0,0,2
96,88,1.23077,16,15,11,0,0,0,0,0,0,0,2
97,92,1.23077,16,15,11,0,0,0,0,0,0,0,2
98,76,1.23077,16,16,11,0,0,0,0,0,0,0,2
99,62,1.23077,16,17,11,0,0,0,0,0,0,0,2
100,66,1.23077,16,17,11,0,0,0,0,0,0,0,2
101,72,1.14286,16,17,12,0,0,0,0,0,0,0,2
102,78,1.06667,16,17,13,0,0,0,0,0,0,0,2
103,84,1.06667,16,17,13,0,0,0,0,0,0,0,2
104,86,1.5,24,17,13,0,0,0,0,0,0,0,3
105,88,1,16,17,14,0,0,0,0,0,0,0,2
106,92,1,16,17,14,0,0,0,0,0,0,0,2
107,96,1,16,17,14,0,0,0,0,0,0,0,2
108,100,1,16,17,14,0,0,0,0,0,0,0,2
109,90,1,16,17,14,0,0,0,0,0,0,0,2
110,70,1.06667,16,17,13,0,0,0,0,0,0,0,2
111,72,1.06667,16,17,13,0,0,0,0,0,0,0,2
112,82,1.06667,16,17,13,0,0,0,0,0,0,0,2
113,88,1,16,17,14,0,0,0,0,0,0,0,2
114,86,1.5,24,17,13,0,0,0,0,0,0,0,3
115,94,1,16,17,14,0,0,0,0,0,0,0,2
116,100,0.941176,16,17,15,0,0,0,0,0,0,0,2
117,102,0.941176,16,17,15,0,0,0,0,0,0,0,2
118,112,0.941176,16,17,15,0,0,0,0,0,0,0,2
119,122,0.941176,16,17,15,0,0,0,0,0,0,0,2
120,122,0.941176,16,17,15,0,0,0,0,0,0,0,2
121,130,0.941176,16,17,15,0,0,0,0,0,0,0,2
122,140,0.941176,16,17,15,0,0,0,0,0,0,0,2
123,142,0.941176,16,17,15,0,0,0,0,0,0,0,2
124,126,1.41176,24,18,14,0,0,0,0,0,0,0,3
125,112,0.941176,16,19,15,0,0,0,0,0,0,0,2
126,114,0.888889,16,19,16,0,0,0,0,0,0,0,2
127,122,0.888889,16,19,16,0,0,0,0,0,0,0,2
128,112,0.842105,16,20,17,0,0,0,0,0,0,0,2
129,120,0.842105,16,20,17,0,0,0,0,0,0,0,2
130,130,0.8,16,20,18,0,0,0,0,0,0,0,2
131,138,0.8,16,20,18,0,0,0,0,0,0,0,2
132,144,0.8,16,20,18,0,0,0,0,0,0,0,2
133,158,0.8,16,20,18,0,0,0,0,0,0,0,2
134,162,1.2,24,20,17,0,0,0,0,0,0,0,3
135,168,0.8,16,20,18,0,0,0,0,0,0,0,2
136,180,0.8,16,20,18,0,0,0,0,0,0,0,2
137,188,0.8,16,20,18,0,0,0,0,0,0,0,2
138,196,0.8,16,20,18,0,0,0,0,0,0,0,2
139,214,0.8,16,20,18,0,0,0,0,0,0,0,2
140,200,0.8,16,21,18,0,0,0,0,0,0,0,2
141,186,0.8,16,22,18,0,0,0,0,0,0,0,2
142,202,0.8,16,22,18,0,0,0,0,0,0,0,2
143,178,0.8,16,22,18,0,0,0,0,0,0,0,2
144,180,1.14286,24,22,18,0,0,0,0,0,0,0,3
145,176,0.761905,16,23,19,0,0,0,0,0,0,0,2
146,188,0.727273,16,23,20,0,0,0,0,0,0,0,2
147,176,0.727273,16,24,20,0,0,0,0,0,0,0,2
148,158,0.727273,16,26,20,0,0,0,0,0,0,0,2
149,160,1.14286,24,26,18,0,0,0,0,0,0,0,3
150,176,1.14286,24,27,18,0,0,0,0,0,0,0,3
151,208,1.04348,24,27,20,0,0,0,0,0,0,0,3
152,242,0.923077,24,28,23,0,0,0,0,0,0,0,3
153,192,1,24,28,21,0,0,0,0,0,0,0,3
154,194,1.33333,32,29,20,0,0,0,0,0,0,0,4
155,162,0.666667,16,30,22,0,0,0,0,0,0,0,2
156,158,1,24,32,21,0,0,0,0,0,0,0,3
157,160,0.923077,24,32,23,0,0,0,0,0,0,0,3
158,128,0.888889,24,33,24,0,0,0,0,0,0,0,3
159,126,0.888889,24,33,24,0,0,0,0,0,0,0,3
160,154,0.827586,24,33,26,0,0,0,0,0,0,0,3
161,182,0.857143,24,33,25,0,0,0,0,0,0,0,3
162,180,0.8,24,34,27,0,0,0,0,0,0,0,3
163,196,1.06667,32,34,26,0,0,0,0,0,0,0,4
164,214,1.29032,40,34,26,0,0,0,0,0,0,0,5
165,234,0.969697,32,34,29,0,0,0,0,0,0,0,4
166,248,0.969697,32,34,29,0,0,0,0,0,0,0,4
167,270,0.969697,32,34,29,0,0,0,0,0,0,0,4
168,268,1.25,40,35,27,0,0,0,0,0,0,0,5
169,270,1.25,40,35,27,0,0,0,0,0,0,0,5
170,250,1.25,40,35,27,0,0,0,0,0,0,0,5
171,238,1.33333,40,35,25,0,0,0,0,0,0,0,5
172,258,1.33333,40,35,25,0,0,0,0,0,0,0,5
173,242,1.65517,48,37,23,0,0,0,0,0,0,0,6
174,260,2.06452,64,38,23,0,0,0,0,0,0,0,8
175,286,1.69697,56,38,26,0,0,0,0,0,0,0,7
