update,points,mean_tasks,total_tasks,total_orgs,task_0,task_1,task_2,task_3,task_4,task_5,task_6,task_7,task_8
0,0,nan,0,9,0,0,0,0,0,0,0,0,0
1,0,nan,0,9,0,0,0,0,0,0,0,0,0
2,16,6,6,9,0,0,0,0,0,0,1,0,0
3,28,6,12,10,0,0,0,0,0,0,2,0,0
4,28,6,12,10,0,0,0,0,0,0,2,0,0
5,76,6,30,10,0,0,0,0,0,0,5,0,0
6,92,6,36,14,0,0,0,0,0,0,6,0,0
7,84,6,42,14,0,0,0,0,0,0,7,0,0
8,112,6,54,15,0,0,0,0,0,0,9,0,0
9,144,6,60,17,0,0,0,0,0,0,10,0,0
10,140,6,60,18,0,0,0,0,0,0,10,0,0
11,152,6.2,62,19,0,0,0,0,0,0,9,0,1
12,172,6.18182,68,24,0,0,0,0,0,0,10,0,1
13,140,6.14286,86,25,0,0,0,0,0,0,13,0,1
14,144,6.14286,86,26,0,0,0,0,0,0,13,0,1
15,144,6.125,98,30,0,0,0,0,0,0,15,0,1
16,216,6,108,33,0,0,0,0,0,0,18,0,0
17,256,6.09524,128,39,0,0,0,0,0,0,20,0,1
18,260,6.11111,110,41,0,0,0,0,0,0,17,0,1
19,308,6.08333,146,45,0,0,0,0,0,0,23,0,1
20,348,6.14815,166,49,0,0,0,0,0,0,25,0,2
21,436,6.13333,184,54,0,0,0,0,0,0,28,0,2
22,348,6.21429,174,55,0,0,0,0,0,0,25,0,3
23,432,6.25,200,57,0,0,0,0,0,0,28,0,4
24,488,6.11429,214,59,0,0,0,0,0,0,33,0,2
25,516,6.11111,220,62,0,0,0,0,0,0,34,0,2
26,504,6.18182,204,66,0,0,0,0,0,0,30,0,3
27,516,6.16667,222,68,0,0,0,0,0,0,33,0,3
28,528,6.11111,220,69,0,0,0,0,0,0,34,0,2
29,520,6.09756,250,74,0,0,0,0,0,0,39,0,2
30,732,6,282,79,0,0,0,0,0,0,47,0,0
31,696,6,282,82,0,0,0,0,0,0,47,0,0
32,824,6,300,86,0,0,0,0,0,0,50,0,0
33,748,6,288,91,0,0,0,0,0,0,48,0,0
34,908,6,318,93,0,0,0,0,0,0,53,0,0
35,876,6,318,94,0,0,0,0,0,0,53,0,0
36,1132,6,330,96,0,0,0,0,0,0,55,0,0
37,1080,6,342,97,0,0,0,0,0,0,57,0,0
38,1092,6.0339,356,99,0,0,0,0,0,0,58,0,1
39,1068,6.0678,358,99,0,0,0,0,0,0,57,0,2
40,1152,6.07143,340,99,0,0,0,0,0,0,54,0,2
41,984,6.0678,358,99,0,0,0,0,0,0,57,0,2
42,1120,6.06557,370,100,0,0,0,0,0,0,59,0,2
43,988,6.06061,400,100,0,0,0,0,0,0,64,0,2
44,1156,6.09375,390,100,0,0,0,0,0,0,61,0,3
45,1012,6.06452,376,100,0,0,0,0,0,0,60,0,2
46,1060,6,420,100,0,0,0,0,0,0,70,0,0
47,912,6,420,100,0,0,0,0,0,0,70,0,0
48,972,6.02857,422,100,0,0,0,0,0,0,69,0,1
49,988,6,402,100,0,0,0,0,0,0,67,0,0
50,1040,6,402,100,0,0,0,0,0,0,67,0,0
51,988,6,390,100,0,0,0,0,0,0,65,0,0
52,1120,6,378,100,0,0,0,0,0,0,63,0,0
53,1128,6.03125,386,100,0,0,0,0,0,0,63,0,1
54,1028,6.03333,362,100,0,0,0,0,0,0,59,0,1
55,1092,6,378,100,0,0,0,0,0,0,63,0,0
56,1196,6.03125,386,100,0,0,0,0,0,0,63,0,1
57,1212,6,390,100,0,0,0,0,0,0,65,0,0
58,1292,6,396,100,0,0,0,0,0,0,66,0,0
59,1212,6,396,100,0,0,0,0,0,0,66,0,0
60,1188,6,396,100,0,0,0,0,0,0,66,0,0
61,1336,6,402,100,0,0,0,0,0,0,67,0,0
62,1400,6,408,100,0,0,0,0,0,0,68,0,0
63,1136,6,372,100,0,0,0,0,0,0,62,0,0
64,1156,6,348,100,0,0,0,0,0,0,58,0,0
65,1416,6,372,100,0,0,0,0,0,0,62,0,0
66,1084,6,378,100,0,0,0,0,0,0,63,0,0
67,1072,6.03448,350,100,0,0,0,0,0,0,57,0,1
68,976,6,342,100,0,0,0,0,0,0,57,0,0
69,884,6.03077,392,100,0,0,0,0,0,0,64,0,1
70,1048,6.02941,410,100,0,0,0,0,0,0,67,0,1
71,884,6.0625,388,100,0,0,0,0,0,0,62,0,2
72,1096,6.03279,368,100,0,0,0,0,0,0,60,0,1
73,984,6,372,100,0,0,0,0,0,0,62,0,0
74,960,6,360,100,0,0,0,0,0,0,60,0,0
75,1016,6.03333,362,100,0,0,0,0,0,0,59,0,1
76,860,6.06349,382,100,0,0,0,0,0,0,61,0,2
77,964,6.03226,374,100,0,0,0,0,0,0,61,0,1
78,820,6.03175,380,100,0,0,0,0,0,0,62,0,1
79,920,6,378,100,0,0,0,0,0,0,63,0,0
80,908,6.03175,380,100,0,0,0,0,0,0,62,0,1
81,884,6.03333,362,100,0,0,0,0,0,0,59,0,1
82,1060,6.03175,380,100,0,0,0,0,0,0,62,0,1
83,1036,6.03226,374,100,0,0,0,0,0,0,61,0,1
84,968,6.1,366,100,0,0,0,0,0,0,57,0,3
85,988,6.06061,400,100,0,0,0,0,0,0,64,0,2
86,1008,6.03226,374,100,0,0,0,0,0,0,61,0,1
87,1196,6.0625,388,100,0,0,0,0,0,0,62,0,2
