update,points,mean_tasks,total_tasks,total_orgs,task_0,task_1,task_2,task_3,task_4,task_5,task_6,task_7,task_8
0,0,nan,0,9,0,0,0,0,0,0,0,0,0
1,16,6,6,9,0,0,0,0,0,0,1,0,0
2,48,6,18,9,0,0,0,0,0,0,3,0,0
3,80,6,30,9,0,0,0,0,0,0,5,0,0
4,96,6,36,9,0,0,0,0,0,0,6,0,0
5,76,6,36,10,0,0,0,0,0,0,6,0,0
6,72,6,36,11,0,0,0,0,0,0,6,0,0
7,68,6,30,11,0,0,0,0,0,0,5,0,0
8,52,6.4,32,11,0,0,0,0,0,0,4,0,1
9,112,6.5,52,12,0,0,0,0,0,0,6,0,2
10,104,6.5,52,14,0,0,0,0,0,0,6,0,2
11,84,6.57143,46,14,0,0,0,0,0,0,5,0,2
12,96,6,48,16,0,0,0,0,0,0,8,0,0
13,88,6,48,17,0,0,0,0,0,0,8,0,0
14,120,6,54,17,0,0,0,0,0,0,9,0,0
15,148,6,60,18,0,0,0,0,0,0,10,0,0
16,168,6,66,19,0,0,0,0,0,0,11,0,0
17,140,6,60,20,0,0,0,0,0,0,10,0,0
18,116,6,54,21,0,0,0,0,0,0,9,0,0
19,144,6,66,21,0,0,0,0,0,0,11,0,0
20,136,6,60,21,0,0,0,0,0,0,10,0,0
21,192,6,72,23,0,0,0,0,0,0,12,0,0
22,172,6.16667,74,23,0,0,0,0,0,0,11,0,1
23,172,6.15385,80,25,0,0,0,0,0,0,12,0,1
24,136,6.16667,74,27,0,0,0,0,0,0,11,0,1
25,168,6.15385,80,28,0,0,0,0,0,0,12,0,1
26,148,6,78,29,0,0,0,0,0,0,13,0,0
27,224,6,96,29,0,0,0,0,0,0,16,0,0
28,236,6,96,32,0,0,0,0,0,0,16,0,0
29,244,6,108,36,0,0,0,0,0,0,18,0,0
30,264,6.10526,116,39,0,0,0,0,0,0,18,0,1
31,272,6.1,122,41,0,0,0,0,0,0,19,0,1
32,352,6.07692,158,44,0,0,0,0,0,0,25,0,1
33,368,6,180,47,0,0,0,0,0,0,30,0,0
34,328,6,162,49,0,0,0,0,0,0,27,0,0
35,424,6,180,52,0,0,0,0,0,0,30,0,0
36,456,6.06452,188,53,0,0,0,0,0,0,30,0,1
37,472,6.06452,188,56,0,0,0,0,0,0,30,0,1
38,560,6.05556,218,60,0,0,0,0,0,0,35,0,1
39,604,6.05263,230,61,0,0,0,0,0,0,37,0,1
40,636,6.05128,236,65,0,0,0,0,0,0,38,0,1
41,648,6.04878,248,69,0,0,0,0,0,0,40,0,1
42,620,6.04878,248,73,0,0,0,0,0,0,40,0,1
43,620,6.09524,256,77,0,0,0,0,0,0,40,0,2
44,616,6.08889,274,82,0,0,0,0,0,0,43,0,2
45,568,6.04545,266,84,0,0,0,0,0,0,43,0,1
46,672,6.03774,320,86,0,0,0,0,0,0,52,0,1
47,708,6.03704,326,88,0,0,0,0,0,0,53,0,1
48,640,6.08163,298,90,0,0,0,0,0,0,47,0,2
49,700,6.07273,334,91,0,0,0,0,0,0,53,0,2
50,704,6.03846,314,93,0,0,0,0,0,0,51,0,1
51,804,6,354,94,0,0,0,0,0,0,59,0,0
52,812,6.03448,350,96,0,0,0,0,0,0,57,0,1
53,816,6,348,97,0,0,0,0,0,0,58,0,0
54,764,6.03509,344,98,0,0,0,0,0,0,56,0,1
55,808,6.0678,358,98,0,0,0,0,0,0,57,0,2
56,628,6.07547,322,98,0,0,0,0,0,0,51,0,2
57,724,6.14035,350,98,0,0,0,0,0,0,53,0,4
58,668,6.07143,340,98,0,0,0,0,0,0,54,0,2
59,788,6.1,366,99,0,0,0,0,0,0,57,0,3
60,744,6.06452,376,99,0,0,0,0,0,0,60,0,2
61,692,6.06897,352,99,0,0,0,0,0,0,56,0,2
62,732,6.06452,376,99,0,0,0,0,0,0,60,0,2
63,788,6.12903,380,99,0,0,0,0,0,0,58,0,4
64,672,6.03571,338,99,0,0,0,0,0,0,55,0,1
65,716,6.06557,370,99,0,0,0,0,0,0,59,0,2
66,720,6.03125,386,100,0,0,0,0,0,0,63,0,1
