update,points,mean_tasks,total_tasks,total_orgs,task_0,task_1,task_2,task_3,task_4,task_5,task_6,task_7,task_8
0,0,nan,0,10,0,0,0,0,0,0,0,0,0
1,96,6,36,10,0,0,0,0,0,0,6,0,0
2,104,6,42,12,0,0,0,0,0,0,7,0,0
3,132,6,60,13,0,0,0,0,0,0,10,0,0
4,124,6.2,62,13,0,0,0,0,0,0,9,0,1
5,108,6.2,62,13,0,0,0,0,0,0,9,0,1
6,100,6.2,62,15,0,0,0,0,0,0,9,0,1
7,156,6.30769,82,16,0,0,0,0,0,0,11,0,2
8,176,6.4,96,19,0,0,0,0,0,0,12,0,3
9,196,6.5,104,21,0,0,0,0,0,0,12,0,4
10,180,6.625,106,22,0,0,0,0,0,0,11,0,5
11,184,6.375,102,24,0,0,0,0,0,0,13,0,3
12,188,6.44444,116,28,0,0,0,0,0,0,14,0,4
13,300,6.52174,150,32,0,0,0,0,0,0,17,0,6
14,320,6.30769,164,36,0,0,0,0,0,0,22,0,4
15,368,6.30769,164,41,0,0,0,0,0,0,22,0,4
16,416,6.48276,188,44,0,0,0,0,0,0,22,0,7
17,400,6.42424,212,49,0,0,0,0,0,0,26,0,7
18,368,6.375,204,55,0,0,0,0,0,0,26,0,6
19,448,6.31579,240,64,0,0,0,0,0,0,32,0,6
20,488,6.29268,258,72,0,0,0,0,0,0,35,0,6
21,600,6.15686,314,79,0,0,0,0,0,0,47,0,4
22,656,6.27451,320,83,0,0,0,0,0,0,44,0,7
23,720,6.24,312,89,0,0,0,0,0,0,44,0,6
24,728,6.25455,344,93,0,0,0,0,0,0,48,0,7
25,808,6.18519,334,93,0,0,0,0,0,0,49,0,5
26,740,6.14035,350,94,0,0,0,0,0,0,53,0,4
27,728,6.07273,334,96,0,0,0,0,0,0,53,0,2
28,804,6.09677,378,98,0,0,0,0,0,0,59,0,3
29,872,6.06154,394,99,0,0,0,0,0,0,63,0,2
30,788,6.06557,370,99,0,0,0,0,0,0,59,0,2
31,636,6.03333,362,100,0,0,0,0,0,0,59,0,1
32,812,6.09091,402,100,0,0,0,0,0,0,63,0,3
33,720,6.09836,372,100,0,0,0,0,0,0,58,0,3
34,636,6.09524,384,100,0,0,0,0,0,0,60,0,3
35,760,6.125,392,100,0,0,0,0,0,0,60,0,4
36,748,6.12121,404,100,0,0,0,0,0,0,62,0,4
37,700,6.125,392,100,0,0,0,0,0,0,60,0,4
38,672,6.21875,398,100,0,0,0,0,0,0,57,0,7
39,784,6.18182,408,100,0,0,0,0,0,0,60,0,6
40,740,6.13333,368,100,0,0,0,0,0,0,56,0,4
41,808,6.13559,362,100,0,0,0,0,0,0,55,0,4
42,824,6.12903,380,100,0,0,0,0,0,0,58,0,4
43,796,6.09524,384,100,0,0,0,0,0,0,60,0,3
44,768,6.16129,382,100,0,0,0,0,0,0,57,0,5
45,956,6.15152,406,100,0,0,0,0,0,0,61,0,5
