update,points,mean_tasks,total_tasks,total_orgs,task_0,task_1,task_2,task_3,task_4,task_5,task_6,task_7,task_8
0,0,nan,0,10,0,0,0,0,0,0,0,0,0
1,64,6,24,10,0,0,0,0,0,0,4,0,0
2,112,6,42,10,0,0,0,0,0,0,7,0,0
3,124,6,48,11,0,0,0,0,0,0,8,0,0
4,120,6,48,12,0,0,0,0,0,0,8,0,0
5,148,6.2,62,13,0,0,0,0,0,0,9,0,1
6,168,6.33333,76,16,0,0,0,0,0,0,10,0,2
7,176,6.42857,90,17,0,0,0,0,0,0,11,0,3
8,184,6.42857,90,19,0,0,0,0,0,0,11,0,3
9,168,6.53333,98,20,0,0,0,0,0,0,11,0,4
10,236,6.70588,114,21,0,0,0,0,0,0,11,0,6
11,240,6.55556,118,23,0,0,0,0,0,0,13,0,5
12,264,6.47619,136,27,0,0,0,0,0,0,16,0,5
13,252,6.36364,140,28,0,0,0,0,0,0,18,0,4
14,292,6.32,158,30,0,0,0,0,0,0,21,0,4
15,288,6.33333,152,30,0,0,0,0,0,0,20,0,4
16,304,6.30769,164,33,0,0,0,0,0,0,22,0,4
17,348,6.23077,162,36,0,0,0,0,0,0,23,0,3
18,372,6.28571,176,37,0,0,0,0,0,0,24,0,4
19,384,6.34483,184,41,0,0,0,0,0,0,24,0,5
20,444,6.30303,208,45,0,0,0,0,0,0,28,0,5
21,496,6.3125,202,47,0,0,0,0,0,0,27,0,5
22,472,6.24242,206,50,0,0,0,0,0,0,29,0,4
23,472,6.05556,218,55,0,0,0,0,0,0,35,0,1
24,544,6.19048,260,59,0,0,0,0,0,0,38,0,4
25,488,6.29268,258,64,0,0,0,0,0,0,35,0,6
26,476,6.22727,274,68,0,0,0,0,0,0,39,0,5
27,544,6.25532,294,71,0,0,0,0,0,0,41,0,6
28,740,6.26415,332,73,0,0,0,0,0,0,46,0,7
29,668,6.26923,326,80,0,0,0,0,0,0,45,0,7
30,648,6.26415,332,85,0,0,0,0,0,0,46,0,7
31,592,6.15094,326,87,0,0,0,0,0,0,49,0,4
32,688,6.13559,362,90,0,0,0,0,0,0,55,0,4
33,824,6.16667,370,91,0,0,0,0,0,0,55,0,5
34,748,6.27119,370,94,0,0,0,0,0,0,51,0,8
35,784,6.22222,392,94,0,0,0,0,0,0,56,0,7
36,836,6.25397,394,94,0,0,0,0,0,0,55,0,8
37,812,6.2623,382,96,0,0,0,0,0,0,53,0,8
38,940,6.22857,436,97,0,0,0,0,0,0,62,0,8
39,904,6.20896,416,98,0,0,0,0,0,0,60,0,7
40,968,6.17391,426,98,0,0,0,0,0,0,63,0,6
41,876,6.22581,386,98,0,0,0,0,0,0,55,0,7
42,968,6.22951,380,98,0,0,0,0,0,0,54,0,7
43,1120,6.15152,406,98,0,0,0,0,0,0,61,0,5
44,1012,6.16667,370,99,0,0,0,0,0,0,55,0,5
45,996,6.06667,364,100,0,0,0,0,0,0,58,0,2
46,944,6.10345,354,100,0,0,0,0,0,0,55,0,3
47,1020,6.15152,406,100,0,0,0,0,0,0,61,0,5
48,808,6.06667,364,100,0,0,0,0,0,0,58,0,2
49,816,6.24138,362,100,0,0,0,0,0,0,51,0,7
50,828,6.16393,376,100,0,0,0,0,0,0,56,0,5
51,868,6.22581,386,100,0,0,0,0,0,0,55,0,7
52,900,6.2,372,100,0,0,0,0,0,0,54,0,6
53,832,6.16667,370,100,0,0,0,0,0,0,55,0,5
54,960,6.1791,414,100,0,0,0,0,0,0,61,0,6
55,920,6.21875,398,100,0,0,0,0,0,0,57,0,7
56,1032,6.15873,388,100,0,0,0,0,0,0,58,0,5
57,868,6.2069,360,100,0,0,0,0,0,0,52,0,6
58,952,6.20339,366,100,0,0,0,0,0,0,53,0,6
59,872,6.23729,368,100,0,0,0,0,0,0,52,0,7
60,972,6.12903,380,100,0,0,0,0,0,0,58,0,4
61,948,6.23333,374,100,0,0,0,0,0,0,53,0,7
62,940,6.13559,362,100,0,0,0,0,0,0,55,0,4
63,960,6.16393,376,100,0,0,0,0,0,0,56,0,5
64,936,6.2069,360,100,0,0,0,0,0,0,52,0,6
65,1072,6.2069,360,100,0,0,0,0,0,0,52,0,6
66,1176,6.22222,392,100,0,0,0,0,0,0,56,0,7
67,1132,6.14545,338,100,0,0,0,0,0,0,51,0,4
68,1200,6.21818,342,100,0,0,0,0,0,0,49,0,6
69,1216,6.2807,358,100,0,0,0,0,0,0,49,0,8
70,1344,6.16949,364,100,0,0,0,0,0,0,54,0,5
71,860,6.2,372,100,0,0,0,0,0,0,54,0,6
72,964,6.27119,370,100,0,0,0,0,0,0,51,0,8
73,916,6.20339,366,100,0,0,0,0,0,0,53,0,6
74,1044,6.15625,394,100,0,0,0,0,0,0,59,0,5
75,988,6.13115,374,100,0,0,0,0,0,0,57,0,4
76,892,6.03509,344,100,0,0,0,0,0,0,56,0,1
77,1024,6.12903,380,100,0,0,0,0,0,0,58,0,4
78,908,6.1,366,100,0,0,0,0,0,0,57,0,3
79,932,6.07018,346,100,0,0,0,0,0,0,55,0,2
80,1004,6.0339,356,100,0,0,0,0,0,0,58,0,1
81,844,6.10345,354,100,0,0,0,0,0,0,55,0,3
82,876,6.03279,368,100,0,0,0,0,0,0,60,0,1
83,968,6.06349,382,100,0,0,0,0,0,0,61,0,2
84,860,6.0339,356,100,0,0,0,0,0,0,58,0,1
85,980,6.06452,376,100,0,0,0,0,0,0,60,0,2
86,988,6.0625,388,100,0,0,0,0,0,0,62,0,2
87,908,6.08824,414,100,0,0,0,0,0,0,65,0,3
88,876,6.12903,380,100,0,0,0,0,0,0,58,0,4
89,888,6.11594,422,100,0,0,0,0,0,0,65,0,4
90,876,6.19048,390,100,0,0,0,0,0,0,57,0,6
91,912,6.125,392,100,0,0,0,0,0,0,60,0,4
92,872,6.06667,364,100,0,0,0,0,0,0,58,0,2
93,1004,6.08955,408,100,0,0,0,0,0,0,64,0,3
94,1036,6.14706,418,100,0,0,0,0,0,0,63,0,5
95,788,6.12308,398,100,0,0,0,0,0,0,61,0,4
96,820,6.06154,394,100,0,0,0,0,0,0,63,0,2
97,880,6.21212,410,100,0,0,0,0,0,0,59,0,7
98,848,6.16129,382,100,0,0,0,0,0,0,57,0,5
99,812,6.22581,386,100,0,0,0,0,0,0,55,0,7
100,1012,6.09375,390,100,0,0,0,0,0,0,61,0,3
101,820,6.09375,390,100,0,0,0,0,0,0,61,0,3
102,1056,6.14706,418,100,0,0,0,0,0,0,63,0,5
103,1032,6.09091,402,100,0,0,0,0,0,0,63,0,3
104,1260,6.11429,428,100,0,0,0,0,0,0,66,0,4
105,924,6.12903,380,100,0,0,0,0,0,0,58,0,4
106,1016,6.12308,398,100,0,0,0,0,0,0,61,0,4
107,1072,6.1791,414,100,0,0,0,0,0,0,61,0,6
108,800,6.16667,370,100,0,0,0,0,0,0,55,0,5
109,956,6.12121,404,100,0,0,0,0,0,0,62,0,4
110,956,6.06349,382,100,0,0,0,0,0,0,61,0,2
111,912,6,390,100,0,0,0,0,0,0,65,0,0
112,864,6.0339,356,100,0,0,0,0,0,0,58,0,1
113,936,6,384,100,0,0,0,0,0,0,64,0,0
114,944,6,396,100,0,0,0,0,0,0,66,0,0
115,876,6,366,100,0,0,0,0,0,0,61,0,0
116,892,6,354,100,0,0,0,0,0,0,59,0,0
117,1004,6,354,100,0,0,0,0,0,0,59,0,0
118,1048,6.03333,362,100,0,0,0,0,0,0,59,0,1
119,952,6.03774,320,100,0,0,0,0,0,0,52,0,1
120,948,6.0678,358,100,0,0,0,0,0,0,57,0,2
121,992,6.0339,356,100,0,0,0,0,0,0,58,0,1
122,804,6.03279,368,100,0,0,0,0,0,0,60,0,1
123,988,6.0339,356,100,0,0,0,0,0,0,58,0,1
124,944,6.13115,374,100,0,0,0,0,0,0,57,0,4
125,964,6.06557,370,100,0,0,0,0,0,0,59,0,2
126,968,6.09836,372,100,0,0,0,0,0,0,58,0,3
127,896,6.06557,370,100,0,0,0,0,0,0,59,0,2
128,848,6.03125,386,100,0,0,0,0,0,0,63,0,1
129,900,6,378,100,0,0,0,0,0,0,63,0,0
130,1032,6.09091,402,100,0,0,0,0,0,0,63,0,3
131,860,6.06349,382,100,0,0,0,0,0,0,61,0,2
132,812,6,360,100,0,0,0,0,0,0,60,0,0
133,940,6.0303,398,100,0,0,0,0,0,0,65,0,1
134,856,6,366,100,0,0,0,0,0,0,61,0,0
135,936,6,384,100,0,0,0,0,0,0,64,0,0
136,1112,6,372,100,0,0,0,0,0,0,62,0,0
137,912,6,360,100,0,0,0,0,0,0,60,0,0
138,1012,6,396,100,0,0,0,0,0,0,66,0,0
139,1088,6,384,100,0,0,0,0,0,0,64,0,0
