update,points,mean_tasks,total_tasks,total_orgs,task_0,task_1,task_2,task_3,task_4,task_5,task_6,task_7,task_8
0,0,nan,0,9,0,0,0,0,0,0,0,0,0
1,32,6,12,9,0,0,0,0,0,0,2,0,0
2,48,6,18,9,0,0,0,0,0,0,3,0,0
3,44,6,18,10,0,0,0,0,0,0,3,0,0
4,56,6,24,11,0,0,0,0,0,0,4,0,0
5,68,6,30,12,0,0,0,0,0,0,5,0,0
6,92,6,36,13,0,0,0,0,0,0,6,0,0
7,80,6,36,16,0,0,0,0,0,0,6,0,0
8,84,6,42,18,0,0,0,0,0,0,7,0,0
9,92,6,42,19,0,0,0,0,0,0,7,0,0
10,112,6,48,21,0,0,0,0,0,0,8,0,0
11,116,6,54,22,0,0,0,0,0,0,9,0,0
12,116,6,54,24,0,0,0,0,0,0,9,0,0
13,116,6,60,24,0,0,0,0,0,0,10,0,0
14,140,6,72,28,0,0,0,0,0,0,12,0,0
15,152,6,66,29,0,0,0,0,0,0,11,0,0
16,176,6.15385,80,31,0,0,0,0,0,0,12,0,1
17,196,6.125,98,32,0,0,0,0,0,0,15,0,1
18,180,6.11765,104,36,0,0,0,0,0,0,16,0,1
19,212,6.11111,110,36,0,0,0,0,0,0,17,0,1
20,212,6.10526,116,40,0,0,0,0,0,0,18,0,1
21,252,6.09524,128,42,0,0,0,0,0,0,20,0,1
22,240,6.17391,142,49,0,0,0,0,0,0,21,0,2
23,268,6.15385,160,50,0,0,0,0,0,0,24,0,2
24,316,6.28571,176,55,0,0,0,0,0,0,24,0,4
25,352,6.26667,188,56,0,0,0,0,0,0,26,0,4
26,360,6.33333,190,58,0,0,0,0,0,0,25,0,5
27,384,6.30303,208,59,0,0,0,0,0,0,28,0,5
28,412,6.32258,196,60,0,0,0,0,0,0,26,0,5
29,460,6.25,200,62,0,0,0,0,0,0,28,0,4
30,536,6.25,250,66,0,0,0,0,0,0,35,0,5
31,576,6.22727,274,68,0,0,0,0,0,0,39,0,5
32,536,6.14634,252,70,0,0,0,0,0,0,38,0,3
33,608,6.13043,282,73,0,0,0,0,0,0,43,0,3
34,652,6.18182,272,77,0,0,0,0,0,0,40,0,4
35,592,6.17778,278,78,0,0,0,0,0,0,41,0,4
36,600,6.29787,296,82,0,0,0,0,0,0,40,0,7
37,720,6.22222,336,84,0,0,0,0,0,0,48,0,6
38,708,6.14545,338,88,0,0,0,0,0,0,51,0,4
39,656,6.19608,316,89,0,0,0,0,0,0,46,0,5
40,736,6.17241,358,93,0,0,0,0,0,0,53,0,5
41,896,6.15152,406,96,0,0,0,0,0,0,61,0,5
42,716,6.0339,356,98,0,0,0,0,0,0,58,0,1
43,820,6.09677,378,99,0,0,0,0,0,0,59,0,3
44,764,6.03226,374,99,0,0,0,0,0,0,61,0,1
45,864,6.06452,376,99,0,0,0,0,0,0,60,0,2
46,880,6.16129,382,100,0,0,0,0,0,0,57,0,5
47,776,6.09836,372,100,0,0,0,0,0,0,58,0,3
48,824,6.13115,374,100,0,0,0,0,0,0,57,0,4
49,992,6.12308,398,100,0,0,0,0,0,0,61,0,4
50,996,6.21538,404,100,0,0,0,0,0,0,58,0,7
51,972,6.09091,402,100,0,0,0,0,0,0,63,0,3
52,884,6.16393,376,100,0,0,0,0,0,0,56,0,5
53,944,6.17143,432,100,0,0,0,0,0,0,64,0,6
54,880,6.16667,370,100,0,0,0,0,0,0,55,0,5
55,860,6.06349,382,100,0,0,0,0,0,0,61,0,2
56,952,6.0625,388,100,0,0,0,0,0,0,62,0,2
57,844,6.125,392,100,0,0,0,0,0,0,60,0,4
58,916,6.05797,418,100,0,0,0,0,0,0,67,0,2
59,828,6.08824,414,100,0,0,0,0,0,0,65,0,3
60,960,6.10526,464,100,0,0,0,0,0,0,72,0,4
61,936,6.08824,414,100,0,0,0,0,0,0,65,0,3
62,928,6.02899,416,100,0,0,0,0,0,0,68,0,1
63,968,6.125,392,100,0,0,0,0,0,0,60,0,4
64,1108,6.06154,394,100,0,0,0,0,0,0,63,0,2
65,1280,6.08571,426,100,0,0,0,0,0,0,67,0,3
66,1072,6.09677,378,100,0,0,0,0,0,0,59,0,3
67,1348,6.11594,422,100,0,0,0,0,0,0,65,0,4
68,1264,6.12308,398,100,0,0,0,0,0,0,61,0,4
69,1472,6.125,392,100,0,0,0,0,0,0,60,0,4
70,1408,6.09091,402,100,0,0,0,0,0,0,63,0,3
71,1376,6.16393,376,100,0,0,0,0,0,0,56,0,5
72,1176,6.21053,354,100,0,0,0,0,0,0,51,0,6
73,1476,6.25,400,100,0,0,0,0,0,0,56,0,8
74,1396,6.21875,398,100,0,0,0,0,0,0,57,0,7
75,1684,6.1194,410,100,0,0,0,0,0,0,63,0,4
76,1320,6.21875,398,100,0,0,0,0,0,0,57,0,7
77,1152,6.25397,394,100,0,0,0,0,0,0,55,0,8
78,1256,6.19672,378,100,0,0,0,0,0,0,55,0,6
79,1492,6.15152,406,100,0,0,0,0,0,0,61,0,5
80,1624,6.12121,404,100,0,0,0,0,0,0,62,0,4
81,1676,6.12903,380,100,0,0,0,0,0,0,58,0,4
82,1776,6.09375,390,100,0,0,0,0,0,0,61,0,3
83,1860,6.12903,380,100,0,0,0,0,0,0,58,0,4
84,1196,6.13559,362,100,0,0,0,0,0,0,55,0,4
85,1204,6.21429,348,100,0,0,0,0,0,0,50,0,6
86,992,6.13793,356,100,0,0,0,0,0,0,54,0,4
87,1120,6.13559,362,100,0,0,0,0,0,0,55,0,4
88,1104,6.1,366,100,0,0,0,0,0,0,57,0,3
89,1124,6.10526,348,100,0,0,0,0,0,0,54,0,3
90,1216,6.17241,358,100,0,0,0,0,0,0,53,0,5
91,1188,6.09677,378,100,0,0,0,0,0,0,59,0,3
92,1200,6.03448,350,100,0,0,0,0,0,0,57,0,1
93,1312,6.0678,358,100,0,0,0,0,0,0,57,0,2
94,1048,6,336,100,0,0,0,0,0,0,56,0,0
95,1196,6,348,100,0,0,0,0,0,0,58,0,0
96,1264,6.07018,346,100,0,0,0,0,0,0,55,0,2
97,1324,6.10526,348,100,0,0,0,0,0,0,54,0,3
98,1620,6.1,366,100,0,0,0,0,0,0,57,0,3
99,976,6.03774,320,100,0,0,0,0,0,0,52,0,1
100,1204,6.0678,358,100,0,0,0,0,0,0,57,0,2
101,1180,6.18519,334,100,0,0,0,0,0,0,49,0,5
102,1320,6.11321,324,100,0,0,0,0,0,0,50,0,3
103,1452,6.16949,364,100,0,0,0,0,0,0,54,0,5
