update,points,mean_tasks,total_tasks,total_orgs,task_0,task_1,task_2,task_3,task_4,task_5,task_6,task_7,task_8
0,0,nan,0,10,0,0,0,0,0,0,0,0,0
1,64,6,24,10,0,0,0,0,0,0,4,0,0
2,96,6,36,10,0,0,0,0,0,0,6,0,0
3,72,6,42,12,0,0,0,0,0,0,7,0,0
4,84,6,42,13,0,0,0,0,0,0,7,0,0
5,112,6,48,13,0,0,0,0,0,0,8,0,0
6,120,6,54,15,0,0,0,0,0,0,9,0,0
7,144,6,66,17,0,0,0,0,0,0,11,0,0
8,168,6,72,17,0,0,0,0,0,0,12,0,0
9,180,6,84,17,0,0,0,0,0,0,14,0,0
10,176,6,78,18,0,0,0,0,0,0,13,0,0
11,208,6.13333,92,22,0,0,0,0,0,0,14,0,1
12,184,6.13333,92,25,0,0,0,0,0,0,14,0,1
13,164,6.15385,80,26,0,0,0,0,0,0,12,0,1
14,256,6.11111,110,26,0,0,0,0,0,0,17,0,1
15,252,6.11111,110,27,0,0,0,0,0,0,17,0,1
16,208,6.11111,110,28,0,0,0,0,0,0,17,0,1
17,204,6.11111,110,29,0,0,0,0,0,0,17,0,1
18,280,6.09524,128,30,0,0,0,0,0,0,20,0,1
19,296,6.18182,136,34,0,0,0,0,0,0,20,0,2
20,172,6.21053,118,35,0,0,0,0,0,0,17,0,2
21,232,6.33333,152,40,0,0,0,0,0,0,20,0,4
22,320,6.15385,160,40,0,0,0,0,0,0,24,0,2
23,284,6.07692,158,42,0,0,0,0,0,0,25,0,1
24,376,6,174,47,0,0,0,0,0,0,29,0,0
25,364,6,180,50,0,0,0,0,0,0,30,0,0
26,460,6.0625,194,51,0,0,0,0,0,0,31,0,1
27,484,6.05556,218,56,0,0,0,0,0,0,35,0,1
28,496,6.05263,230,60,0,0,0,0,0,0,37,0,1
29,548,6.14286,258,60,0,0,0,0,0,0,39,0,3
30,544,6.14286,258,64,0,0,0,0,0,0,39,0,3
31,608,6,264,68,0,0,0,0,0,0,44,0,0
32,632,6.04651,260,69,0,0,0,0,0,0,42,0,1
33,640,6.04762,254,73,0,0,0,0,0,0,41,0,1
34,736,6.04,302,73,0,0,0,0,0,0,49,0,1
35,768,6.12,306,75,0,0,0,0,0,0,47,0,3
36,768,6.16327,302,77,0,0,0,0,0,0,45,0,4
37,704,6.16327,302,78,0,0,0,0,0,0,45,0,4
38,696,6.23529,318,81,0,0,0,0,0,0,45,0,6
39,764,6.22642,330,82,0,0,0,0,0,0,47,0,6
40,724,6.07843,310,84,0,0,0,0,0,0,49,0,2
41,792,6.07407,328,86,0,0,0,0,0,0,52,0,2
42,928,6.11321,324,87,0,0,0,0,0,0,50,0,3
43,1112,6.15094,326,90,0,0,0,0,0,0,49,0,4
44,1172,6.17857,346,92,0,0,0,0,0,0,51,0,5
45,1104,6.13115,374,94,0,0,0,0,0,0,57,0,4
46,948,6.14545,338,94,0,0,0,0,0,0,51,0,4
47,1108,6.16129,382,96,0,0,0,0,0,0,57,0,5
48,932,6.06897,352,97,0,0,0,0,0,0,56,0,2
49,1044,6.13793,356,97,0,0,0,0,0,0,54,0,4
50,1028,6.21818,342,98,0,0,0,0,0,0,49,0,6
51,980,6.21053,354,98,0,0,0,0,0,0,51,0,6
52,944,6.06897,352,98,0,0,0,0,0,0,56,0,2
53,928,6.10526,348,98,0,0,0,0,0,0,54,0,3
54,996,6.07018,346,99,0,0,0,0,0,0,55,0,2
55,1160,6.125,392,100,0,0,0,0,0,0,60,0,4
56,972,6.2069,360,100,0,0,0,0,0,0,52,0,6
57,952,6.25,350,100,0,0,0,0,0,0,49,0,7
58,848,6.14035,350,100,0,0,0,0,0,0,53,0,4
59,876,6.14035,350,100,0,0,0,0,0,0,53,0,4
60,1016,6.10169,360,100,0,0,0,0,0,0,56,0,3
61,972,6.17857,346,100,0,0,0,0,0,0,51,0,5
62,964,6.10714,342,100,0,0,0,0,0,0,53,0,3
63,920,6.10714,342,100,0,0,0,0,0,0,53,0,3
64,980,6.07018,346,100,0,0,0,0,0,0,55,0,2
65,868,6.22222,336,100,0,0,0,0,0,0,48,0,6
66,940,6.27119,370,100,0,0,0,0,0,0,51,0,8
67,748,6.24,312,100,0,0,0,0,0,0,44,0,6
68,860,6.21429,348,100,0,0,0,0,0,0,50,0,6
69,920,6.13115,374,100,0,0,0,0,0,0,57,0,4
70,940,6.25,350,100,0,0,0,0,0,0,49,0,7
71,936,6.27119,370,100,0,0,0,0,0,0,51,0,8
72,848,6.15094,326,100,0,0,0,0,0,0,49,0,4
73,936,6.17241,358,100,0,0,0,0,0,0,53,0,5
74,960,6.2069,360,100,0,0,0,0,0,0,52,0,6
75,924,6.13793,356,100,0,0,0,0,0,0,54,0,4
76,1024,6.13559,362,100,0,0,0,0,0,0,55,0,4
77,888,6.20339,366,100,0,0,0,0,0,0,53,0,6
78,896,6.12903,380,100,0,0,0,0,0,0,58,0,4
79,968,6.13115,374,100,0,0,0,0,0,0,57,0,4
80,948,6.10714,342,100,0,0,0,0,0,0,53,0,3
81,896,6.1,366,100,0,0,0,0,0,0,57,0,3
82,1004,6.06349,382,100,0,0,0,0,0,0,61,0,2
83,1052,6.09677,378,100,0,0,0,0,0,0,59,0,3
84,1060,6.14035,350,100,0,0,0,0,0,0,53,0,4
85,1184,6.1,366,100,0,0,0,0,0,0,57,0,3
86,1200,6.09677,378,100,0,0,0,0,0,0,59,0,3
87,1044,6.10909,336,100,0,0,0,0,0,0,52,0,3
88,932,6.03509,344,100,0,0,0,0,0,0,56,0,1
89,1124,6.06452,376,100,0,0,0,0,0,0,60,0,2
90,1084,6.0339,356,100,0,0,0,0,0,0,58,0,1
91,1100,6.03279,368,100,0,0,0,0,0,0,60,0,1
92,1260,6.07018,346,100,0,0,0,0,0,0,55,0,2
93,1292,6.03333,362,100,0,0,0,0,0,0,59,0,1
94,1580,6.06154,394,100,0,0,0,0,0,0,63,0,2
95,1316,6.13559,362,100,0,0,0,0,0,0,55,0,4
96,1404,6.13793,356,100,0,0,0,0,0,0,54,0,4
97,1404,6.09677,378,100,0,0,0,0,0,0,59,0,3
98,1724,6.06154,394,100,0,0,0,0,0,0,63,0,2
99,1508,6.0625,388,100,0,0,0,0,0,0,62,0,2
100,1492,6.0597,406,100,0,0,0,0,0,0,65,0,2
101,1568,6.16949,364,100,0,0,0,0,0,0,54,0,5
102,1308,6.06897,352,100,0,0,0,0,0,0,56,0,2
103,1248,6.03509,344,100,0,0,0,0,0,0,56,0,1
104,1496,6.03226,374,100,0,0,0,0,0,0,61,0,1
105,1424,6.09836,372,100,0,0,0,0,0,0,58,0,3
106,1252,6.10714,342,100,0,0,0,0,0,0,53,0,3
107,1416,6.09836,372,100,0,0,0,0,0,0,58,0,3
108,1116,6.14815,332,100,0,0,0,0,0,0,50,0,4
109,1396,6.12698,386,100,0,0,0,0,0,0,59,0,4
110,1260,6.06897,352,100,0,0,0,0,0,0,56,0,2
111,1388,6.09836,372,100,0,0,0,0,0,0,58,0,3
112,1268,6.06452,376,100,0,0,0,0,0,0,60,0,2
113,1224,6.1,366,100,0,0,0,0,0,0,57,0,3
114,1388,6.16129,382,100,0,0,0,0,0,0,57,0,5
115,1476,6.21818,342,100,0,0,0,0,0,0,49,0,6
116,1344,6.16667,370,100,0,0,0,0,0,0,55,0,5
117,1356,6.15625,394,100,0,0,0,0,0,0,59,0,5
118,1384,6.13793,356,100,0,0,0,0,0,0,54,0,4
119,1592,6.06452,376,100,0,0,0,0,0,0,60,0,2
120,1368,6.14815,332,100,0,0,0,0,0,0,50,0,4
121,1216,6.10714,342,100,0,0,0,0,0,0,53,0,3
122,1144,6,354,100,0,0,0,0,0,0,59,0,0
123,1160,6,348,100,0,0,0,0,0,0,58,0,0
124,904,6,318,100,0,0,0,0,0,0,53,0,0
125,1008,6,354,100,0,0,0,0,0,0,59,0,0
126,1064,6.03175,380,100,0,0,0,0,0,0,62,0,1
127,1096,6.0339,356,100,0,0,0,0,0,0,58,0,1
128,1064,6,360,100,0,0,0,0,0,0,60,0,0
129,1148,6,366,100,0,0,0,0,0,0,61,0,0
130,1356,6,396,100,0,0,0,0,0,0,66,0,0
131,1304,6.06349,382,100,0,0,0,0,0,0,61,0,2
132,1204,6.06452,376,100,0,0,0,0,0,0,60,0,2
133,1316,6.06349,382,100,0,0,0,0,0,0,61,0,2
134,1384,6.06667,364,100,0,0,0,0,0,0,58,0,2
135,1348,6,366,100,0,0,0,0,0,0,61,0,0
136,1456,6,378,100,0,0,0,0,0,0,63,0,0
137,1464,6,378,100,0,0,0,0,0,0,63,0,0
138,1380,6,348,100,0,0,0,0,0,0,58,0,0
139,1312,6,372,100,0,0,0,0,0,0,62,0,0
