update,points,mean_tasks,total_tasks,total_orgs,task_0,task_1,task_2,task_3,task_4,task_5,task_6,task_7,task_8
0,0,nan,0,9,0,0,0,0,0,0,0,0,0
1,12,6,6,9,0,0,0,0,0,0,1,0,0
2,40,6,18,9,0,0,0,0,0,0,3,0,0
3,60,6.5,26,12,0,0,0,0,0,0,3,0,1
4,44,6.4,32,15,0,0,0,0,0,0,4,0,1
5,104,6.22222,56,16,0,0,0,0,0,0,8,0,1
6,136,6.18182,68,19,0,0,0,0,0,0,10,0,1
7,96,6.44444,58,22,0,0,0,0,0,0,7,0,2
8,204,6.4,96,31,0,0,0,0,0,0,12,0,3
9,292,6.35294,108,36,0,0,0,0,0,0,14,0,3
10,392,6.17391,142,41,0,0,0,0,0,0,21,0,2
11,420,6.23077,162,49,0,0,0,0,0,0,23,0,3
12,536,6.34483,184,52,0,0,0,0,0,0,24,0,5
13,548,6.25,200,62,0,0,0,0,0,0,28,0,4
14,728,6.18182,272,71,0,0,0,0,0,0,40,0,4
15,740,6.08696,280,76,0,0,0,0,0,0,44,0,2
16,692,6.08163,298,76,0,0,0,0,0,0,47,0,2
17,724,6.08511,286,82,0,0,0,0,0,0,45,0,2
18,800,6.11765,312,88,0,0,0,0,0,0,48,0,3
19,832,6.17544,352,94,0,0,0,0,0,0,52,0,5
20,1032,6.12308,398,95,0,0,0,0,0,0,61,0,4
21,852,6.13115,374,98,0,0,0,0,0,0,57,0,4
22,1032,6,396,98,0,0,0,0,0,0,66,0,0
23,920,6.0678,358,100,0,0,0,0,0,0,57,0,2
24,1088,6.02985,404,100,0,0,0,0,0,0,66,0,1
25,996,6.09375,390,100,0,0,0,0,0,0,61,0,3
26,1076,6.12903,380,100,0,0,0,0,0,0,58,0,4
27,1000,6.09524,384,100,0,0,0,0,0,0,60,0,3
28,928,6.14925,412,100,0,0,0,0,0,0,62,0,5
29,920,6.1194,410,100,0,0,0,0,0,0,63,0,4
30,852,6.09375,390,100,0,0,0,0,0,0,61,0,3
31,880,6.15873,388,100,0,0,0,0,0,0,58,0,5
32,968,6.18182,408,100,0,0,0,0,0,0,60,0,6
33,1012,6.2029,428,100,0,0,0,0,0,0,62,0,7
34,1072,6.1791,414,100,0,0,0,0,0,0,61,0,6
35,1000,6.12698,386,100,0,0,0,0,0,0,59,0,4
36,892,6.10714,342,100,0,0,0,0,0,0,53,0,3
37,1128,6.12308,398,100,0,0,0,0,0,0,61,0,4
38,1132,6.1875,396,100,0,0,0,0,0,0,58,0,6
39,1008,6.13559,362,100,0,0,0,0,0,0,55,0,4
40,968,6.2,372,100,0,0,0,0,0,0,54,0,6
41,1000,6.3,378,100,0,0,0,0,0,0,51,0,9
42,1020,6.22581,386,100,0,0,0,0,0,0,55,0,7
43,1096,6.09677,378,100,0,0,0,0,0,0,59,0,3
44,1028,6.2,372,100,0,0,0,0,0,0,54,0,6
45,1120,6.09231,396,100,0,0,0,0,0,0,62,0,3
46,1136,6.12903,380,100,0,0,0,0,0,0,58,0,4
47,1092,6.16667,370,100,0,0,0,0,0,0,55,0,5
48,1060,6.2069,360,100,0,0,0,0,0,0,52,0,6
49,980,6.19672,378,100,0,0,0,0,0,0,55,0,6
50,1016,6.32258,392,100,0,0,0,0,0,0,52,0,10
51,996,6.25397,394,100,0,0,0,0,0,0,55,0,8
52,992,6.16949,364,100,0,0,0,0,0,0,54,0,5
53,820,6.07018,346,100,0,0,0,0,0,0,55,0,2
54,1052,6.24242,412,100,0,0,0,0,0,0,58,0,8
55,1000,6.24615,406,100,0,0,0,0,0,0,57,0,8
56,1104,6.25397,394,100,0,0,0,0,0,0,55,0,8
57,1016,6.27586,364,100,0,0,0,0,0,0,50,0,8
58,924,6.36667,382,100,0,0,0,0,0,0,49,0,11
59,932,6.2,372,100,0,0,0,0,0,0,54,0,6
60,944,6.2,372,100,0,0,0,0,0,0,54,0,6
61,1084,6.25,400,100,0,0,0,0,0,0,56,0,8
62,984,6.30769,410,100,0,0,0,0,0,0,55,0,10
63,972,6.39344,390,100,0,0,0,0,0,0,49,0,12
64,884,6.41935,398,100,0,0,0,0,0,0,49,0,13
65,904,6.38095,402,100,0,0,0,0,0,0,51,0,12
66,944,6.34921,400,100,0,0,0,0,0,0,52,0,11
67,928,6.36667,382,100,0,0,0,0,0,0,49,0,11
68,924,6.29091,346,100,0,0,0,0,0,0,47,0,8
69,1088,6.29032,390,100,0,0,0,0,0,0,53,0,9
70,1024,6.31746,398,100,0,0,0,0,0,0,53,0,10
71,976,6.22581,386,100,0,0,0,0,0,0,55,0,7
72,980,6.17544,352,100,0,0,0,0,0,0,52,0,5
73,1096,6.22951,380,100,0,0,0,0,0,0,54,0,7
74,1148,6.26866,420,100,0,0,0,0,0,0,58,0,9
75,1120,6.26667,376,100,0,0,0,0,0,0,52,0,8
76,1316,6.34921,400,100,0,0,0,0,0,0,52,0,11
77,1104,6.36923,414,100,0,0,0,0,0,0,53,0,12
78,1012,6.39344,390,100,0,0,0,0,0,0,49,0,12
79,944,6.53333,392,100,0,0,0,0,0,0,44,0,16
80,1128,6.50794,410,100,0,0,0,0,0,0,47,0,16
81,1112,6.54237,386,100,0,0,0,0,0,0,43,0,16
82,1128,6.52459,398,100,0,0,0,0,0,0,45,0,16
83,1116,6.3125,404,100,0,0,0,0,0,0,54,0,10
84,1264,6.53125,418,100,0,0,0,0,0,0,47,0,17
85,1344,6.40625,410,100,0,0,0,0,0,0,51,0,13
86,1276,6.36667,382,100,0,0,0,0,0,0,49,0,11
87,1328,6.54839,406,100,0,0,0,0,0,0,45,0,17
88,1188,6.29032,390,100,0,0,0,0,0,0,53,0,9
89,1024,6.4,352,100,0,0,0,0,0,0,44,0,11
90,1052,6.32787,386,100,0,0,0,0,0,0,51,0,10
91,1112,6.39286,358,100,0,0,0,0,0,0,45,0,11
92,1192,6.29091,346,100,0,0,0,0,0,0,47,0,8
93,1172,6.43636,354,100,0,0,0,0,0,0,43,0,12
94,1412,6.36066,388,100,0,0,0,0,0,0,50,0,11
95,1128,6.32143,354,100,0,0,0,0,0,0,47,0,9
96,1292,6.32258,392,100,0,0,0,0,0,0,52,0,10
97,1184,6.37288,376,100,0,0,0,0,0,0,48,0,11
98,1380,6.36923,414,100,0,0,0,0,0,0,53,0,12
99,1412,6.32353,430,100,0,0,0,0,0,0,57,0,11
100,1264,6.2807,358,100,0,0,0,0,0,0,49,0,8
101,1464,6.30508,372,100,0,0,0,0,0,0,50,0,9
102,1556,6.42857,360,100,0,0,0,0,0,0,44,0,12
103,1688,6.37931,370,100,0,0,0,0,0,0,47,0,11
104,1516,6.35484,394,100,0,0,0,0,0,0,51,0,11
105,1164,6.25,350,100,0,0,0,0,0,0,49,0,7
106,1416,6.22222,392,100,0,0,0,0,0,0,56,0,7
107,1516,6.42857,360,100,0,0,0,0,0,0,44,0,12
108,1608,6.32787,386,100,0,0,0,0,0,0,51,0,10
109,1364,6.45614,368,100,0,0,0,0,0,0,44,0,13
110,1400,6.42623,392,100,0,0,0,0,0,0,48,0,13
111,1456,6.41379,372,100,0,0,0,0,0,0,46,0,12
112,1208,6.45614,368,100,0,0,0,0,0,0,44,0,13
113,1252,6.2963,340,100,0,0,0,0,0,0,46,0,8
114,1332,6.25926,338,100,0,0,0,0,0,0,47,0,7
115,1288,6.33333,380,100,0,0,0,0,0,0,50,0,10
116,1384,6.4,384,100,0,0,0,0,0,0,48,0,12
117,1392,6.3,378,100,0,0,0,0,0,0,51,0,9
118,1504,6.17241,358,100,0,0,0,0,0,0,53,0,5
119,1460,6.21429,348,100,0,0,0,0,0,0,50,0,6
120,1468,6.13793,356,100,0,0,0,0,0,0,54,0,4
121,1472,6.10909,336,100,0,0,0,0,0,0,52,0,3
122,1424,6.06349,382,100,0,0,0,0,0,0,61,0,2
123,1380,6.16129,382,100,0,0,0,0,0,0,57,0,5
