update,points,mean_tasks,total_tasks,total_orgs,task_0,task_1,task_2,task_3,task_4,task_5,task_6,task_7,task_8
0,0,nan,0,10,0,0,0,0,0,0,0,0,0
1,32,6,12,10,0,0,0,0,0,0,2,0,0
2,44,6,18,11,0,0,0,0,0,0,3,0,0
3,56,6.5,26,12,0,0,0,0,0,0,3,0,1
4,108,6,42,15,0,0,0,0,0,0,7,0,0
5,84,6,42,17,0,0,0,0,0,0,7,0,0
6,108,6.22222,56,19,0,0,0,0,0,0,8,0,1
7,132,6.2,62,20,0,0,0,0,0,0,9,0,1
8,160,6.15385,80,24,0,0,0,0,0,0,12,0,1
9,160,6,72,24,0,0,0,0,0,0,12,0,0
10,140,6.16667,74,26,0,0,0,0,0,0,11,0,1
11,176,6.46154,84,29,0,0,0,0,0,0,10,0,3
12,236,6.13333,92,34,0,0,0,0,0,0,14,0,1
13,224,6.21053,118,38,0,0,0,0,0,0,17,0,2
14,268,6.27273,138,42,0,0,0,0,0,0,19,0,3
15,352,6.32,158,45,0,0,0,0,0,0,21,0,4
16,296,6.32,158,45,0,0,0,0,0,0,21,0,4
17,304,6.25,150,45,0,0,0,0,0,0,21,0,3
18,336,6.28571,176,47,0,0,0,0,0,0,24,0,4
19,424,6.34483,184,48,0,0,0,0,0,0,24,0,5
20,372,6.14286,172,50,0,0,0,0,0,0,26,0,2
21,380,6.25,200,50,0,0,0,0,0,0,28,0,4
22,448,6.3125,202,53,0,0,0,0,0,0,27,0,5
23,500,6.33333,228,57,0,0,0,0,0,0,30,0,6
24,488,6.25,200,60,0,0,0,0,0,0,28,0,4
25,520,6.21622,230,63,0,0,0,0,0,0,33,0,4
26,532,6.35897,248,68,0,0,0,0,0,0,32,0,7
27,608,6.13636,270,71,0,0,0,0,0,0,41,0,3
28,676,6.16327,302,77,0,0,0,0,0,0,45,0,4
29,620,6.26087,288,79,0,0,0,0,0,0,40,0,6
30,672,6.36735,312,83,0,0,0,0,0,0,40,0,9
