update,points,mean_tasks,total_tasks,total_orgs,task_0,task_1,task_2,task_3,task_4,task_5,task_6,task_7,task_8
0,0,nan,0,10,0,0,0,0,0,0,0,0,0
1,16,6,6,10,0,0,0,0,0,0,1,0,0
2,76,6,30,11,0,0,0,0,0,0,5,0,0
3,92,6,36,11,0,0,0,0,0,0,6,0,0
4,100,6.28571,44,11,0,0,0,0,0,0,6,0,1
5,96,6.25,50,12,0,0,0,0,0,0,7,0,1
6,128,6.75,54,16,0,0,0,0,0,0,5,0,3
7,100,6.6,66,16,0,0,0,0,0,0,7,0,3
8,136,6.5,78,18,0,0,0,0,0,0,9,0,3
9,192,6.28571,88,20,0,0,0,0,0,0,12,0,2
10,148,6.33333,76,21,0,0,0,0,0,0,10,0,2
11,184,6.28571,88,23,0,0,0,0,0,0,12,0,2
12,228,6.5,104,27,0,0,0,0,0,0,12,0,4
13,176,6.33333,114,31,0,0,0,0,0,0,15,0,3
14,248,6.28571,132,34,0,0,0,0,0,0,18,0,3
15,300,6.24,156,38,0,0,0,0,0,0,22,0,3
16,284,6.35714,178,40,0,0,0,0,0,0,23,0,5
17,400,6.30303,208,45,0,0,0,0,0,0,28,0,5
18,376,6.19355,192,49,0,0,0,0,0,0,28,0,3
19,404,6.125,196,51,0,0,0,0,0,0,30,0,2
20,396,6.125,196,53,0,0,0,0,0,0,30,0,2
21,480,6.05714,212,54,0,0,0,0,0,0,34,0,1
22,520,6.11429,214,56,0,0,0,0,0,0,33,0,2
23,636,6.20513,242,58,0,0,0,0,0,0,35,0,4
24,652,6.21053,236,62,0,0,0,0,0,0,34,0,4
25,672,6.19512,254,64,0,0,0,0,0,0,37,0,4
26,800,6.13636,270,68,0,0,0,0,0,0,41,0,3
27,824,6.08511,286,71,0,0,0,0,0,0,45,0,2
28,624,6.09302,262,76,0,0,0,0,0,0,41,0,2
29,648,6.04082,296,78,0,0,0,0,0,0,48,0,1
30,736,6.04082,296,83,0,0,0,0,0,0,48,0,1
31,828,6.07843,310,84,0,0,0,0,0,0,49,0,2
32,876,6.03704,326,86,0,0,0,0,0,0,53,0,1
33,724,6.03922,308,89,0,0,0,0,0,0,50,0,1
34,688,6,330,91,0,0,0,0,0,0,55,0,0
35,748,6.03704,326,91,0,0,0,0,0,0,53,0,1
36,820,6,342,94,0,0,0,0,0,0,57,0,0
37,864,6.03704,326,97,0,0,0,0,0,0,53,0,1
