update,points,mean_tasks,total_tasks,total_orgs,task_0,task_1,task_2,task_3,task_4,task_5,task_6,task_7,task_8,task_9
0,0,nan,0,9,0,0,0,0,0,0,0,0,0,0
1,0,nan,0,9,0,0,0,0,0,0,0,0,0,0
2,0,nan,0,9,0,0,0,0,0,0,0,0,0,0
3,0,nan,0,9,0,0,0,0,0,0,0,0,0,0
4,0,nan,0,9,0,0,0,0,0,0,0,0,0,0
5,0,nan,0,9,0,0,0,0,0,0,0,0,0,0
6,0,nan,0,9,0,0,0,0,0,0,0,0,0,0
7,0,nan,0,9,0,0,0,0,0,0,0,0,0,0
8,0,nan,0,9,0,0,0,0,0,0,0,0,0,0
9,0,nan,0,9,0,0,0,0,0,0,0,0,0,0
10,0,nan,0,9,0,0,0,0,0,0,0,0,0,0
11,0,nan,0,9,0,0,0,0,0,0,0,0,0,0
12,0,nan,0,9,0,0,0,0,0,0,0,0,0,0
13,0,nan,0,9,0,0,0,0,0,0,0,0,0,0
14,0,nan,0,9,0,0,0,0,0,0,0,0,0,0
15,0,nan,0,9,0,0,0,0,0,0,0,0,0,0
16,0,nan,0,9,0,0,0,0,0,0,0,0,0,0
17,44,9,9,10,0,0,0,0,0,0,0,0,0,1
18,24,9,9,11,0,0,0,0,0,0,0,0,0,1
19,4,9,9,11,0,0,0,0,0,0,0,0,0,1
20,4,9,9,11,0,0,0,0,0,0,0,0,0,1
21,4,9,9,11,0,0,0,0,0,0,0,0,0,1
22,4,9,9,11,0,0,0,0,0,0,0,0,0,1
23,4,9,9,11,0,0,0,0,0,0,0,0,0,1
24,48,9,9,12,0,0,0,0,0,0,0,0,0,1
25,28,9,9,13,0,0,0,0,0,0,0,0,0,1
26,8,9,9,13,0,0,0,0,0,0,0,0,0,1
27,8,9,9,13,0,0,0,0,0,0,0,0,0,1
28,8,9,9,13,0,0,0,0,0,0,0,0,0,1
29,8,9,9,13,0,0,0,0,0,0,0,0,0,1
30,8,9,9,13,0,0,0,0,0,0,0,0,0,1
31,8,9,9,13,0,0,0,0,0,0,0,0,0,1
32,52,9,9,13,0,0,0,0,0,0,0,0,0,1
33,32,9,9,14,0,0,0,0,0,0,0,0,0,1
34,12,9,9,15,0,0,0,0,0,0,0,0,0,1
35,12,9,9,15,0,0,0,0,0,0,0,0,0,1
36,12,9,9,15,0,0,0,0,0,0,0,0,0,1
37,12,9,9,15,0,0,0,0,0,0,0,0,0,1
38,12,9,9,15,0,0,0,0,0,0,0,0,0,1
39,12,9,9,15,0,0,0,0,0,0,0,0,0,1
40,56,9,9,16,0,0,0,0,0,0,0,0,0,1
41,80,9,18,17,0,0,0,0,0,0,0,0,0,2
42,40,9,18,18,0,0,0,0,0,0,0,0,0,2
43,20,9,18,18,0,0,0,0,0,0,0,0,0,2
44,20,9,18,18,0,0,0,0,0,0,0,0,0,2
45,20,9,18,18,0,0,0,0,0,0,0,0,0,2
46,20,9,18,18,0,0,0,0,0,0,0,0,0,2
47,20,9,18,18,0,0,0,0,0,0,0,0,0,2
48,64,9,18,18,0,0,0,0,0,0,0,0,0,2
49,88,9,27,18,0,0,0,0,0,0,0,0,0,3
50,136,9,45,21,0,0,0,0,0,0,0,0,0,5
51,120,9,45,23,0,0,0,0,0,0,0,0,0,5
52,60,9,45,25,0,0,0,0,0,0,0,0,0,5
53,40,9,45,25,0,0,0,0,0,0,0,0,0,5
54,40,9,45,25,0,0,0,0,0,0,0,0,0,5
55,40,9,45,25,0,0,0,0,0,0,0,0,0,5
56,80,9,36,26,0,0,0,0,0,0,0,0,0,4
57,148,9,45,27,0,0,0,0,0,0,0,0,0,5
58,148,9,45,27,0,0,0,0,0,0,0,0,0,5
59,68,9,45,28,0,0,0,0,0,0,0,0,0,5
60,24,9,36,29,0,0,0,0,0,0,0,0,0,4
61,24,9,36,29,0,0,0,0,0,0,0,0,0,4
62,24,9,36,29,0,0,0,0,0,0,0,0,0,4
63,68,9,54,29,0,0,0,0,0,0,0,0,0,6
64,48,9,54,29,0,0,0,0,0,0,0,0,0,6
65,72,9,54,30,0,0,0,0,0,0,0,0,0,6
66,112,9,63,31,0,0,0,0,0,0,0,0,0,7
67,72,9,63,32,0,0,0,0,0,0,0,0,0,7
68,68,9,45,32,0,0,0,0,0,0,0,0,0,5
69,88,9,45,32,0,0,0,0,0,0,0,0,0,5
70,136,9,54,33,0,0,0,0,0,0,0,0,0,6
71,52,9,54,34,0,0,0,0,0,0,0,0,0,6
72,32,9,54,34,0,0,0,0,0,0,0,0,0,6
73,104,9,54,34,0,0,0,0,0,0,0,0,0,6
74,172,9,63,35,0,0,0,0,0,0,0,0,0,7
75,112,9,54,35,0,0,0,0,0,0,0,0,0,6
76,72,9,54,36,0,0,0,0,0,0,0,0,0,6
77,52,9,54,36,0,0,0,0,0,0,0,0,0,6
78,24,9,54,36,0,0,0,0,0,0,0,0,0,6
79,68,9,63,36,0,0,0,0,0,0,0,0,0,7
80,136,9,63,37,0,0,0,0,0,0,0,0,0,7
81,292,9,72,39,0,0,0,0,0,0,0,0,0,8
82,232,9,72,41,0,0,0,0,0,0,0,0,0,8
83,128,9,63,41,0,0,0,0,0,0,0,0,0,7
84,68,9,63,42,0,0,0,0,0,0,0,0,0,7
85,48,9,63,42,0,0,0,0,0,0,0,0,0,7
86,48,9,63,42,0,0,0,0,0,0,0,0,0,7
87,92,9,72,42,0,0,0,0,0,0,0,0,0,8
88,204,9,90,44,0,0,0,0,0,0,0,0,0,10
89,384,9,108,45,0,0,0,0,0,0,0,0,0,12
90,368,9,99,47,0,0,0,0,0,0,0,0,0,11
91,232,9,90,47,0,0,0,0,0,0,0,0,0,10
92,148,9,81,47,0,0,0,0,0,0,0,0,0,9
93,80,9,81,47,0,0,0,0,0,0,0,0,0,9
94,52,9,81,47,0,0,0,0,0,0,0,0,0,9
95,140,9,90,48,0,0,0,0,0,0,0,0,0,10
96,296,9,108,49,0,0,0,0,0,0,0,0,0,12
97,348,9,117,50,0,0,0,0,0,0,0,0,0,13
98,356,9,126,53,0,0,0,0,0,0,0,0,0,14
99,276,9,126,53,0,0,0,0,0,0,0,0,0,14
100,176,9,126,53,0,0,0,0,0,0,0,0,0,14
101,180,9,126,53,0,0,0,0,0,0,0,0,0,14
102,184,9,135,54,0,0,0,0,0,0,0,0,0,15
103,248,9,135,55,0,0,0,0,0,0,0,0,0,15
104,364,9,135,57,0,0,0,0,0,0,0,0,0,15
105,348,9,126,57,0,0,0,0,0,0,0,0,0,14
106,268,9,117,58,0,0,0,0,0,0,0,0,0,13
107,360,9,117,59,0,0,0,0,0,0,0,0,0,13
108,216,9,117,59,0,0,0,0,0,0,0,0,0,13
109,208,9,126,60,0,0,0,0,0,0,0,0,0,14
110,432,9,144,60,0,0,0,0,0,0,0,0,0,16
111,460,9,144,61,0,0,0,0,0,0,0,0,0,16
112,340,9,117,62,0,0,0,0,0,0,0,0,0,13
113,264,9,108,62,0,0,0,0,0,0,0,0,0,12
114,220,9,99,62,0,0,0,0,0,0,0,0,0,11
115,292,9,117,64,0,0,0,0,0,0,0,0,0,13
116,424,9,135,66,0,0,0,0,0,0,0,0,0,15
117,328,9,144,68,0,0,0,0,0,0,0,0,0,16
118,228,9,135,68,0,0,0,0,0,0,0,0,0,15
119,264,9,153,68,0,0,0,0,0,0,0,0,0,17
120,280,9,144,68,0,0,0,0,0,0,0,0,0,16
121,416,9,153,71,0,0,0,0,0,0,0,0,0,17
122,444,9,144,74,0,0,0,0,0,0,0,0,0,16
123,452,9,144,75,0,0,0,0,0,0,0,0,0,16
124,296,9,144,75,0,0,0,0,0,0,0,0,0,16
125,296,9,135,76,0,0,0,0,0,0,0,0,0,15
126,428,9,144,76,0,0,0,0,0,0,0,0,0,16
127,644,9,180,78,0,0,0,0,0,0,0,0,0,20
128,588,9,198,80,0,0,0,0,0,0,0,0,0,22
129,456,9,198,81,0,0,0,0,0,0,0,0,0,22
130,460,9,171,81,0,0,0,0,0,0,0,0,0,19
131,564,9,162,82,0,0,0,0,0,0,0,0,0,18
132,400,9,171,83,0,0,0,0,0,0,0,0,0,19
133,272,9,153,84,0,0,0,0,0,0,0,0,0,17
134,532,9,171,85,0,0,0,0,0,0,0,0,0,19
135,624,9,198,85,0,0,0,0,0,0,0,0,0,22
136,528,9,198,85,0,0,0,0,0,0,0,0,0,22
137,472,9,207,86,0,0,0,0,0,0,0,0,0,23
138,448,9,225,87,0,0,0,0,0,0,0,0,0,25
139,480,9,243,88,0,0,0,0,0,0,0,0,0,27
140,616,9,225,91,0,0,0,0,0,0,0,0,0,25
141,516,9,225,92,0,0,0,0,0,0,0,0,0,25
142,692,9,243,92,0,0,0,0,0,0,0,0,0,27
143,612,9,207,92,0,0,0,0,0,0,0,0,0,23
144,612,9,207,93,0,0,0,0,0,0,0,0,0,23
145,1116,9,252,94,0,0,0,0,0,0,0,0,0,28
146,816,9,252,94,0,0,0,0,0,0,0,0,0,28
147,700,9,252,96,0,0,0,0,0,0,0,0,0,28
148,692,9,234,97,0,0,0,0,0,0,0,0,0,26
149,664,9,243,97,0,0,0,0,0,0,0,0,0,27
150,760,9,261,97,0,0,0,0,0,0,0,0,0,29
151,796,9,288,97,0,0,0,0,0,0,0,0,0,32
152,604,9,279,97,0,0,0,0,0,0,0,0,0,31
153,728,9,279,98,0,0,0,0,0,0,0,0,0,31
154,680,9,288,98,0,0,0,0,0,0,0,0,0,32
155,700,9,288,98,0,0,0,0,0,0,0,0,0,32
156,748,9,297,98,0,0,0,0,0,0,0,0,0,33
157,724,9,288,99,0,0,0,0,0,0,0,0,0,32
158,672,9,297,99,0,0,0,0,0,0,0,0,0,33
159,600,9,324,99,0,0,0,0,0,0,0,0,0,36
160,792,9,297,99,0,0,0,0,0,0,0,0,0,33
161,820,9,297,99,0,0,0,0,0,0,0,0,0,33
162,536,9,279,99,0,0,0,0,0,0,0,0,0,31
163,916,9,324,99,0,0,0,0,0,0,0,0,0,36
164,932,9,315,99,0,0,0,0,0,0,0,0,0,35
165,596,9,306,99,0,0,0,0,0,0,0,0,0,34
