update,points,mean_tasks,total_tasks,total_orgs,task_0,task_1,task_2,task_3,task_4,task_5,task_6,task_7,task_8,task_9
0,0,nan,0,10,0,0,0,0,0,0,0,0,0,0
1,0,nan,0,10,0,0,0,0,0,0,0,0,0,0
2,44,9,9,10,0,0,0,0,0,0,0,0,0,1
3,0,9,9,10,0,0,0,0,0,0,0,0,0,1
4,44,9,18,11,0,0,0,0,0,0,0,0,0,2
5,0,9,18,11,0,0,0,0,0,0,0,0,0,2
6,44,9,27,12,0,0,0,0,0,0,0,0,0,3
7,0,9,27,12,0,0,0,0,0,0,0,0,0,3
8,88,9,45,14,0,0,0,0,0,0,0,0,0,5
9,24,9,45,15,0,0,0,0,0,0,0,0,0,5
10,68,9,45,15,0,0,0,0,0,0,0,0,0,5
11,48,9,45,15,0,0,0,0,0,0,0,0,0,5
12,28,9,36,15,0,0,0,0,0,0,0,0,0,4
13,8,9,36,15,0,0,0,0,0,0,0,0,0,4
14,8,9,36,15,0,0,0,0,0,0,0,0,0,4
15,8,9,36,15,0,0,0,0,0,0,0,0,0,4
16,88,9,45,16,0,0,0,0,0,0,0,0,0,5
17,24,9,45,17,0,0,0,0,0,0,0,0,0,5
18,4,9,45,17,0,0,0,0,0,0,0,0,0,5
19,4,9,45,17,0,0,0,0,0,0,0,0,0,5
20,4,9,45,17,0,0,0,0,0,0,0,0,0,5
21,4,9,45,17,0,0,0,0,0,0,0,0,0,5
22,4,9,45,17,0,0,0,0,0,0,0,0,0,5
23,4,9,45,17,0,0,0,0,0,0,0,0,0,5
24,92,9,54,18,0,0,0,0,0,0,0,0,0,6
25,28,9,54,19,0,0,0,0,0,0,0,0,0,6
26,0,9,54,19,0,0,0,0,0,0,0,0,0,6
27,0,9,54,19,0,0,0,0,0,0,0,0,0,6
28,0,9,54,19,0,0,0,0,0,0,0,0,0,6
29,0,9,54,19,0,0,0,0,0,0,0,0,0,6
30,0,9,54,19,0,0,0,0,0,0,0,0,0,6
31,44,9,54,19,0,0,0,0,0,0,0,0,0,6
32,24,9,54,19,0,0,0,0,0,0,0,0,0,6
33,4,9,45,19,0,0,0,0,0,0,0,0,0,5
34,4,9,45,19,0,0,0,0,0,0,0,0,0,5
35,48,9,45,19,0,0,0,0,0,0,0,0,0,5
36,28,9,45,20,0,0,0,0,0,0,0,0,0,5
37,8,9,45,20,0,0,0,0,0,0,0,0,0,5
38,52,9,54,20,0,0,0,0,0,0,0,0,0,6
39,32,9,54,20,0,0,0,0,0,0,0,0,0,6
40,12,9,45,20,0,0,0,0,0,0,0,0,0,5
41,12,9,45,20,0,0,0,0,0,0,0,0,0,5
42,12,9,45,20,0,0,0,0,0,0,0,0,0,5
43,12,9,45,20,0,0,0,0,0,0,0,0,0,5
44,12,9,45,20,0,0,0,0,0,0,0,0,0,5
45,56,9,45,20,0,0,0,0,0,0,0,0,0,5
46,36,9,45,20,0,0,0,0,0,0,0,0,0,5
47,16,9,45,20,0,0,0,0,0,0,0,0,0,5
48,16,9,45,20,0,0,0,0,0,0,0,0,0,5
49,16,9,45,20,0,0,0,0,0,0,0,0,0,5
50,16,9,45,20,0,0,0,0,0,0,0,0,0,5
51,16,9,45,20,0,0,0,0,0,0,0,0,0,5
52,60,9,45,20,0,0,0,0,0,0,0,0,0,5
53,36,9,36,20,0,0,0,0,0,0,0,0,0,4
54,16,9,36,20,0,0,0,0,0,0,0,0,0,4
55,16,9,36,20,0,0,0,0,0,0,0,0,0,4
56,16,9,36,20,0,0,0,0,0,0,0,0,0,4
57,16,9,36,20,0,0,0,0,0,0,0,0,0,4
58,16,9,36,20,0,0,0,0,0,0,0,0,0,4
59,16,9,36,20,0,0,0,0,0,0,0,0,0,4
60,60,9,36,20,0,0,0,0,0,0,0,0,0,4
61,40,9,36,21,0,0,0,0,0,0,0,0,0,4
62,0,9,36,21,0,0,0,0,0,0,0,0,0,4
63,0,9,36,21,0,0,0,0,0,0,0,0,0,4
64,0,9,36,21,0,0,0,0,0,0,0,0,0,4
65,0,9,36,21,0,0,0,0,0,0,0,0,0,4
66,0,9,36,21,0,0,0,0,0,0,0,0,0,4
67,44,9,36,21,0,0,0,0,0,0,0,0,0,4
